days_since_last_activity,account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,churn
19,3978,12.2117,261.25,0.0075,0.9925,0
29,5473,7.2076,71.1429,0.0093,0.9907,0
32,974,2.625,29.0,0.0,1.0,0
10,6396,8.623,3.6617,0.0397,0.9603,0
19,2711,12.934,106.8889,0.2708,0.7292,0
105,5897,10.2818,4.7253,0.0783,0.9217,0
34,5319,6.0429,286.3333,0.0341,0.9659,0
2,2783,5.9059,846.0,0.0667,0.9333,0
857,4743,5.5446,1.129,0.0,1.0,1
24,5639,6.0886,38.8571,0.0213,0.9787,0
30,2262,7.1048,5.7299,0.2045,0.7955,0
6,4520,33.0503,774.0,0.2029,0.7971,0
14,3681,2.6791,0.4512,0.1111,0.8889,0
19,5731,8.094,751.0,0.0315,0.9685,0
0,2788,9.4326,0.6547,0.125,0.875,0
83,4915,2.7496,39.0,0.1351,0.8649,0
1208,4527,1.1296,38.0556,0.0,1.0,1
22,5392,3.387,673.0,0.22,0.78,0
1,5980,5.3138,0.6204,0.0345,0.9655,0
4,2013,16.8744,5.2283,0.0968,0.9032,0
10,2979,3.6782,0.614,0.0333,0.9667,0
76,5956,6.8684,33.1579,0.0,1.0,0
6,2696,14.9026,125.2,0.0091,0.9909,0
1,1245,7.6277,121.8,0.2308,0.7692,0
136,3822,10.8944,606.0,0.1053,0.8947,0
29,1769,6.6071,50.4167,0.3438,0.6562,0
7,3442,15.1745,12.3469,0.0,1.0,0
69,4901,2.1612,12.9783,0.3448,0.6552,0
11,4155,5.2744,4.4211,0.0167,0.9833,0
14,4291,5.7882,0.743,0.1324,0.8676,0
65,5957,24.5258,0.559,0.0725,0.9275,0
46,1397,13.0727,571.0,0.02,0.98,0
10,2127,5.1516,0.5182,0.0333,0.9667,0
35,1749,5.2208,0.6167,0.04,0.96,0
1355,4789,0.3051,47.1667,0.0,1.0,1
10,3218,2.3835,28.05,0.2857,0.7143,0
17,1871,2.9282,45.9167,0.0,1.0,0
12,4905,10.1272,136.5,0.0074,0.9926,0
895,5198,5.7619,545.0,0.1098,0.8902,1
4,5210,4.627,16.9355,0.2121,0.7879,0
24,950,10.3808,0.6359,0.1481,0.8519,0
11,4591,13.127,19.1481,0.0,1.0,0
17,5628,2.9853,0.9188,0.8696,0.1304,0
12,5120,9.8446,25.0,0.0072,0.9928,0
147,3941,5.4681,0.4097,0.0678,0.9322,0
30,1593,13.7571,1.0374,0.3,0.7,0
12,4658,3.9207,17.1379,0.02,0.98,0
68,3847,2.9433,485.0,0.0645,0.9355,0
65,642,11.3785,238.5,0.8,0.2,0
0,2352,11.9576,5.1183,0.0779,0.9221,0
1757,3560,0.3078,475.0,0.0,1.0,1
11,1487,10.562,0.452,0.0465,0.9535,0
62,2302,20.1506,467.0,0.0079,0.9921,0
98,4168,7.3611,3.3478,0.1786,0.8214,0
71,475,13.8411,0.6519,0.4444,0.5556,0
7,6022,15.6484,30.2667,0.093,0.907,0
85,2816,6.7447,41.0,0.0577,0.9423,0
42,6402,3.8796,110.75,0.0441,0.9559,0
2,2450,14.4609,0.6662,0.1443,0.8557,0
352,2377,3.8415,0.6733,0.04,0.96,1
3,4382,9.4188,28.4,0.0442,0.9558,0
29,2255,3.0775,0.7023,0.0,1.0,0
18,3467,6.321,45.4444,0.0667,0.9333,0
10,3666,3.1882,0.4405,0.0312,0.9688,0
0,6380,5.7822,5.0506,0.1584,0.8416,0
52,4995,3.7293,4.3111,0.0,1.0,0
9,6459,7.9169,20.3684,0.0071,0.9929,0
51,3413,5.993,0.8362,0.1786,0.8214,0
77,3347,12.4405,127.3333,0.0351,0.9649,0
3,5003,5.4025,0.9669,0.1081,0.8919,0
67,2992,29.5423,4.3103,0.0413,0.9587,0
13,3066,55.7524,1.8107,0.0064,0.9936,0
5,6646,3.957,11.0303,0.0417,0.9583,0
452,4932,1.9255,2.5245,0.0,1.0,1
20,5320,5.6984,2.8203,0.0,1.0,0
17,6031,5.0872,3.0252,0.0,1.0,0
144,3254,12.9083,350.0,0.1565,0.8435,0
350,5607,3.3874,349.0,0.2885,0.7115,1
28,2423,17.6369,11.6552,0.1453,0.8547,0
65,3763,0.9706,5.678,0.1,0.9,0
91,2125,28.3606,1.3162,0.0424,0.9576,0
211,5648,1.8107,30.2727,0.0714,0.9286,1
60,2814,4.6727,3.6374,0.0,1.0,0
9,4408,1.7401,0.6846,0.3333,0.6667,0
4,1693,11.2185,1.316,0.1731,0.8269,0
9,5004,8.613,12.5769,0.1102,0.8898,0
11,5935,16.924,12.5385,0.0291,0.9709,0
10,1219,2.9963,0.5824,0.9,0.1,0
9,6646,10.1122,1.4771,0.0054,0.9946,0
10,4259,4.0307,1.3305,0.1277,0.8723,0
30,1764,6.0047,4.5652,0.1034,0.8966,0
610,1820,2.6089,12.44,0.0,1.0,1
2,5020,25.6839,1.2531,0.1048,0.8952,0
108,5949,0.614,61.2,0.0,1.0,0
37,1852,10.8471,0.9242,0.0545,0.9455,0
26,6199,5.8921,148.0,0.0,1.0,0
3,3714,8.0642,4.0278,0.0488,0.9512,0
48,2724,13.9449,22.3077,0.0288,0.9712,0
12,1153,3.1678,0.7748,0.7,0.3,0
202,2054,6.2238,2.1729,0.0,1.0,1
81,780,5.151,0.7404,0.1818,0.8182,0
69,3051,1.4366,0.136,0.0,1.0,0
88,2208,7.444,14.35,0.4444,0.5556,0
23,4769,7.3525,0.5686,0.0,1.0,0
305,5392,4.5385,142.5,0.0149,0.9851,1
7,6676,9.3009,12.9091,0.0176,0.9824,0
23,5526,0.9914,40.5714,0.1333,0.8667,0
2,1142,13.7528,0.9156,0.2326,0.7674,0
146,4597,3.3371,56.2,0.0238,0.9762,0
5,4996,3.2899,279.0,0.1111,0.8889,0
24,2565,9.683,18.5333,0.0147,0.9853,0
17,6331,2.3654,27.7,0.122,0.878,0
26,6002,18.4998,11.0,0.0526,0.9474,0
25,5045,6.3711,2.3333,0.0568,0.9432,0
5,6532,2.9077,38.8571,0.0192,0.9808,0
59,1457,4.011,30.2222,0.25,0.75,0
90,6337,7.0318,136.0,0.0,1.0,0
18,5815,15.8914,1.0675,0.0198,0.9802,0
175,3797,3.3668,16.75,0.0,1.0,0
0,194,1.8827,0.9082,1.0,0.0,0
78,2504,31.7989,0.5019,0.0275,0.9725,0
46,4724,8.1184,132.5,0.0286,0.9714,0
145,2029,3.6003,1.5,0.05,0.95,0
59,1619,15.1153,0.8976,0.0597,0.9403,0
1,5708,10.6862,18.7143,0.0479,0.9521,0
57,3271,3.0149,64.5,0.037,0.963,0
1,4654,2.9823,17.1333,0.1579,0.8421,0
103,4404,31.2669,0.3617,0.0451,0.9549,0
27,4089,2.5904,7.2571,0.3103,0.6897,0
5,5749,4.765,0.4352,0.1333,0.8667,0
275,1778,2.4651,1.1461,0.0833,0.9167,1
4,4964,12.5086,0.3109,0.0118,0.9882,0
162,4109,10.5779,250.0,0.2773,0.7227,0
56,1930,7.5699,0.8646,0.125,0.875,0
2,1981,1.475,0.4422,0.0,1.0,0
152,5725,6.6351,0.738,0.1058,0.8942,0
82,2742,4.529,9.037,0.0,1.0,0
17,1960,9.504,0.8873,0.0392,0.9608,0
55,5415,3.8447,0.2905,0.0351,0.9649,0
33,5703,5.5079,3.1169,0.0349,0.9651,0
4,4988,0.7323,1.4182,0.1,0.9,0
55,2839,10.6783,8.069,0.0843,0.9157,0
5,4175,5.774,5.825,0.3182,0.6818,0
17,5993,5.668,115.5,0.086,0.914,0
29,4113,8.7916,7.9655,0.0303,0.9697,0
4,1748,10.0297,2.9231,0.25,0.75,0
7,1764,7.04,6.1081,0.2647,0.7353,0
39,5781,6.3181,1.6917,0.03,0.97,0
4,2930,9.4741,4.3922,0.1053,0.8947,0
12,5564,4.1356,20.1818,0.0,1.0,0
0,6006,3.5272,24.3333,0.0,1.0,0
148,4696,2.2556,16.6923,0.4483,0.5517,0
82,2443,4.6348,0.2294,0.0645,0.9355,0
27,1432,12.7531,0.7855,0.16,0.84,0
14,5915,4.0755,13.375,0.0606,0.9394,0
9,3468,1.5798,53.5,0.1333,0.8667,0
13,4783,4.1237,5.8889,0.0741,0.9259,0
5,6496,4.6668,211.0,0.1205,0.8795,0
55,1911,16.4372,12.2941,0.0698,0.9302,0
423,3399,0.1075,209.0,1.0,0.0,1
1,3668,17.0277,0.3706,0.0585,0.9415,0
486,3281,0.0,1.1183,0.0,0.0,1
5,2155,20.6777,2.4471,0.082,0.918,0
0,2167,27.6424,3.9423,0.0976,0.9024,0
10,753,1.9402,0.8987,0.75,0.25,0
36,6326,0.6351,4.8571,0.0909,0.9091,0
5,2826,1.6802,203.0,0.6923,0.3077,0
25,2852,10.7577,8.375,0.2143,0.7857,0
202,5402,2.096,3.2951,0.0,1.0,1
14,2107,16.295,4.2553,0.0638,0.9362,0
1,5569,11.0841,9.9,0.0296,0.9704,0
3227,3795,0.1925,198.0,0.0,1.0,1
3,5946,2.0885,4.925,1.0,0.0,0
15,3751,11.8796,0.9206,0.1475,0.8525,0
1,5157,0.7083,17.8182,0.4,0.6,0
787,4254,0.8586,9.3333,0.0,1.0,1
9,4934,4.5897,13.0,0.0161,0.9839,0
1,4140,15.6158,0.4176,0.0621,0.9379,0
6,1662,10.5487,194.0,0.1667,0.8333,0
0,6261,4.842,8.7727,0.0241,0.9759,0
407,2135,2.224,0.6455,0.0,1.0,1
16,665,11.5342,0.3752,0.1905,0.8095,0
157,6424,11.2008,1.3768,0.0,1.0,0
62,3605,2.9382,4.6098,0.1379,0.8621,0
15,3485,9.5374,0.7402,0.044,0.956,0
14,2251,42.9992,0.9894,0.0075,0.9925,0
92,2273,1.1248,0.3358,1.0,0.0,0
20,2969,1.4763,16.5455,0.0833,0.9167,0
9,3823,1.0509,30.1667,0.3636,0.6364,0
222,1441,10.8992,30.1667,0.0698,0.9302,1
42,4496,8.0426,181.0,0.2222,0.7778,0
1,1832,9.1711,1.0647,1.0,0.0,0
153,1785,3.0693,60.0,0.5333,0.4667,0
27,6390,6.459,59.0,0.0088,0.9912,0
132,5734,1.4651,0.2859,0.2174,0.7826,0
17,2179,6.0344,1.0114,0.1389,0.8611,0
355,4413,6.373,176.0,0.3896,0.6104,1
13,2229,3.4411,12.5,0.0,1.0,0
44,2778,5.2592,1.5625,0.025,0.975,0
223,5246,4.2471,3.3654,0.0164,0.9836,1
3,4800,3.6525,4.7027,0.0625,0.9375,0
12,1869,5.8628,0.7457,0.0,1.0,0
42,5390,3.1849,86.5,0.1702,0.8298,0
6,5659,2.3236,28.6667,0.0,1.0,0
1658,1669,7.2218,171.0,0.0,1.0,1
3,4644,1.0224,10.0,0.0,1.0,0
320,566,2.5813,1.0559,0.25,0.75,1
27,6115,7.1676,28.1667,0.0417,0.9583,0
155,4105,0.7118,42.25,0.125,0.875,0
92,5194,3.4458,7.3478,0.0816,0.9184,0
22,4975,2.7898,28.0,0.0,1.0,0
25,2586,18.7851,0.4541,0.0376,0.9624,0
7,1890,14.494,0.7557,0.0,1.0,0
9,3840,4.09,167.0,0.093,0.907,0
7,4023,5.0843,4.5135,0.0357,0.9643,0
5,1567,17.0155,0.6627,0.0137,0.9863,0
3,1199,21.9333,2.9464,0.2639,0.7361,0
13,721,10.1318,2.619,0.55,0.45,0
5,6229,5.8051,164.0,0.0909,0.9091,0
0,2183,2.0078,1.0933,0.0833,0.9167,0
6,5580,1.9637,9.6471,0.0333,0.9667,0
63,2432,5.5568,2.2639,0.027,0.973,0
3,3182,3.5584,1.2214,0.2581,0.7419,0
106,2034,5.028,0.8791,0.0357,0.9643,0
214,4845,0.9046,32.0,0.0,1.0,1
172,1369,28.2809,0.186,0.1038,0.8962,0
23,1721,5.9425,0.6867,0.1429,0.8571,0
69,3231,2.487,159.0,0.0455,0.9545,0
16,1895,25.4422,0.7067,0.053,0.947,0
3,4176,0.1749,52.6667,0.5,0.5,0
7,6117,11.5839,6.5833,0.0206,0.9794,0
4,1822,9.8229,1.2742,0.0816,0.9184,0
6,1843,4.5582,0.0893,0.0,1.0,0
831,3159,1.1562,158.0,0.0,1.0,1
348,1833,9.9632,1.0064,0.0,1.0,1
3,3579,1.939,22.2857,0.2105,0.7895,0
76,445,15.5949,0.6118,0.0526,0.9474,0
2,4452,7.2197,1.3805,0.0795,0.9205,0
1398,3162,3.0033,51.6667,0.0,1.0,1
175,1789,5.7166,1.0132,0.0,1.0,0
6,5582,1.2432,6.12,0.2632,0.7368,0
200,3463,4.5353,12.5,0.0698,0.9302,1
37,1905,8.628,16.6667,0.0222,0.9778,0
10,4877,13.93,10.0,0.0054,0.9946,0
22,4149,9.5076,4.2571,0.1204,0.8796,0
8,2253,15.0769,1.0347,0.2151,0.7849,0
38,2977,2.8219,0.8315,0.0,1.0,0
31,4069,9.2457,0.6266,0.0291,0.9709,0
143,4878,0.8985,1.9467,0.3333,0.6667,0
38,4821,5.9095,0.5594,0.0256,0.9744,0
3,3337,2.2985,0.4492,0.0952,0.9048,0
7,6170,8.4653,3.1522,0.035,0.965,0
24,4773,7.0402,145.0,0.087,0.913,0
24,6026,5.0308,1.7901,0.012,0.988,0
43,6135,0.893,18.0,0.0667,0.9333,0
62,2050,3.0289,0.7619,0.0,1.0,0
142,3484,1.9919,6.7619,0.0526,0.9474,0
80,1644,20.662,9.4667,0.0,1.0,0
556,1850,20.1381,0.8875,0.0,1.0,1
76,3119,10.071,35.5,0.2093,0.7907,0
84,1944,2.4425,1.2261,0.2308,0.7692,0
26,3172,9.6724,46.6667,0.0119,0.9881,0
3,2204,3.3144,0.5185,0.35,0.65,0
19,2446,4.9277,1.0072,0.1818,0.8182,0
14,5959,3.4937,27.8,0.193,0.807,0
7,4406,2.0725,69.5,0.04,0.96,0
31,5140,1.9186,6.5714,0.037,0.963,0
43,4570,4.8753,4.5667,0.1639,0.8361,0
671,2087,23.6266,0.1343,0.0,1.0,1
23,5211,2.8738,3.7027,0.0732,0.9268,0
26,5504,0.3318,12.4545,0.2,0.8,0
23,6198,10.4896,136.0,0.0112,0.9888,0
6,5660,1.2906,4.5,0.0,1.0,0
95,3918,7.5511,0.7105,0.0741,0.9259,0
28,5560,5.2554,3.0,0.125,0.875,0
6,5815,4.2084,0.4804,0.1493,0.8507,0
11,4607,3.7262,4.3548,0.0638,0.9362,0
198,2300,15.8804,135.0,0.73,0.27,1
5,5962,0.7352,0.3025,0.1667,0.8333,0
76,3714,1.3768,26.8,0.1429,0.8571,0
289,821,7.563,0.6768,0.0,1.0,1
254,1747,7.3175,4.2903,0.0286,0.9714,1
10,1351,30.0094,0.1696,0.2072,0.7928,0
135,436,0.8377,1.2667,0.0,1.0,0
44,5544,3.887,7.8235,0.0,1.0,0
21,5357,4.3636,1.4667,0.0,1.0,0
53,4396,6.2315,4.8889,0.0533,0.9467,0
14,2221,2.4668,1.913,1.0,0.0,0
64,653,10.0681,1.2243,0.2222,0.7778,0
30,5826,5.8305,1.5663,0.043,0.957,0
13,1877,8.1729,2.3636,0.0952,0.9048,0
1596,1596,5.0348,129.0,0.5909,0.4091,1
3,4837,2.4919,3.5833,0.1212,0.8788,0
18,2649,3.7228,8.6,0.037,0.963,0
42,4677,1.64,1.0672,0.0476,0.9524,0
31,6082,1.9818,63.5,0.0,1.0,0
98,6317,2.3706,25.4,0.0732,0.9268,0
17,5323,3.7053,4.3448,0.0185,0.9815,0
18,1170,6.5558,1.05,0.0952,0.9048,0
16,4511,1.4574,1.0504,0.0556,0.9444,0
127,4872,3.3736,3.6765,0.1333,0.8667,0
10,3867,5.006,2.2321,0.0377,0.9623,0
7,2680,9.8127,0.6944,0.0972,0.9028,0
22,2540,12.0791,0.6596,0.131,0.869,0
69,5495,7.9763,0.7848,0.0417,0.9583,0
370,1372,1.8635,0.1258,0.0,1.0,1
94,1176,43.4821,123.0,0.2214,0.7786,0
3,4711,9.0712,0.1395,0.0,1.0,0
24,3670,3.2843,20.5,0.3939,0.6061,0
293,5502,0.4647,15.375,0.0,1.0,1
36,6638,2.5311,8.2,0.0652,0.9348,0
1,1069,5.1251,0.4786,0.2667,0.7333,0
208,2264,1.452,0.8905,0.0,1.0,1
31,5765,8.4264,2.8372,0.0301,0.9699,0
194,2646,0.138,9.3846,0.0,1.0,1
26,3471,4.1039,9.3846,0.0769,0.9231,0
40,5400,2.8408,6.05,0.0,1.0,0
105,6172,4.3792,3.025,0.027,0.973,0
43,5354,13.7122,0.3428,0.0299,0.9701,0
30,3420,4.5923,1.4815,0.2558,0.7442,0
128,1083,8.0942,119.0,0.2083,0.7917,0
16,4654,3.6886,119.0,0.0851,0.9149,0
22,6109,0.2989,7.375,0.2,0.8,0
22,5794,6.9974,3.8065,0.027,0.973,0
101,5275,31.7819,3.9,0.0283,0.9717,0
8,4018,14.7264,117.0,0.0432,0.9568,0
40,5113,13.0013,4.68,0.022,0.978,0
38,4876,2.3221,117.0,0.0323,0.9677,0
2,5820,3.3889,13.0,0.0,1.0,0
429,3331,0.5483,58.0,0.0,1.0,1
40,4887,4.0359,116.0,0.037,0.963,0
97,1335,3.5567,2.6364,0.0769,0.9231,0
87,4071,2.871,0.4603,0.0,1.0,0
72,5222,9.5824,0.2007,0.0219,0.9781,0
4,4500,3.409,0.5859,0.2857,0.7143,0
14,2339,11.5556,14.5,0.0135,0.9865,0
61,4904,13.7043,5.2273,0.0543,0.9457,0
3,5130,4.1295,0.2396,0.0862,0.9138,0
10,3452,2.0104,0.7325,0.1579,0.8421,0
7,6671,4.1064,2.1111,0.0667,0.9333,0
35,4864,5.5568,3.5625,0.0405,0.9595,0
87,4853,3.6879,19.0,0.0,1.0,0
3,5691,5.7762,4.1852,0.0222,0.9778,0
10,6176,4.7904,3.5312,0.0,1.0,0
1707,2077,3.8688,0.9262,0.0,1.0,1
27,5717,1.725,1.9483,0.0,1.0,0
96,4816,4.1713,0.2393,0.0,1.0,0
13,1637,29.8983,4.44,0.0075,0.9925,0
77,4246,0.6882,15.8571,0.125,0.875,0
4,1393,12.5858,5.8421,0.1875,0.8125,0
82,3715,17.8938,37.0,0.0549,0.9451,0
11,1458,0.7515,1.0777,0.0,1.0,0
59,5292,0.6902,11.1,0.1,0.9,0
5,2722,5.7699,1.7344,0.0465,0.9535,0
81,1546,0.4725,0.8284,0.5,0.5,0
20,1508,22.0409,1.4103,0.022,0.978,0
45,3724,1.3731,0.5046,0.9286,0.0714,0
25,1828,6.9933,4.36,0.4571,0.5429,0
15,3432,4.0441,10.9,0.4211,0.5789,0
94,2957,4.3232,2.0769,0.1143,0.8857,0
8,2490,15.4021,0.5654,0.2571,0.7429,0
6,3589,2.7478,0.7941,0.1111,0.8889,0
25,5704,4.8666,2.0377,0.0,1.0,0
426,4886,136.8006,0.1115,0.0022,0.9978,1
188,2811,5.7172,1.8947,0.0,1.0,1
237,4404,10.7817,54.0,0.0077,0.9923,1
12,4094,8.0294,3.4839,0.0222,0.9778,0
467,3322,3.5184,0.6772,0.0,1.0,1
1,3804,6.0491,1.597,0.0635,0.9365,0
2,5078,3.956,107.0,0.0364,0.9636,0
1278,1983,2.7629,107.0,0.0,1.0,1
75,4660,0.9406,17.6667,0.0,1.0,0
37,4424,9.9073,0.1949,0.225,0.775,0
203,3089,9.6959,1.1667,0.061,0.939,1
20,4461,7.942,2.6923,0.0928,0.9072,0
29,2735,3.3387,1.1053,0.16,0.84,0
329,4499,6.4136,2.625,0.0127,0.9873,1
98,2319,59.0637,0.5622,0.0053,0.9947,0
52,2902,9.6913,5.4737,0.039,0.961,0
38,2979,3.3104,1.0196,0.1481,0.8519,0
101,4112,2.3095,1.253,0.0769,0.9231,0
9,266,4.1194,1.0196,0.6667,0.3333,0
43,5759,2.9809,20.8,0.0,1.0,0
698,850,6.0159,103.0,0.4286,0.5714,1
38,2810,7.9289,3.3226,0.0656,0.9344,0
57,1862,10.2003,0.945,0.0577,0.9423,0
12,4333,6.0692,103.0,0.0139,0.9861,0
3,4976,3.0095,25.75,0.0732,0.9268,0
5,6027,2.7877,1.1705,0.1087,0.8913,0
7,5423,2.6941,4.2917,0.025,0.975,0
300,1665,1.9743,3.9615,0.0,1.0,1
101,5093,0.0717,10.2,1.0,0.0,0
29,2099,5.2203,102.0,0.3333,0.6667,0
4,4134,1.5903,20.4,0.0556,0.9444,0
76,449,2.4404,1.9245,0.0,1.0,0
52,3783,1.6414,0.7727,0.0588,0.9412,0
5,4959,15.0991,6.3125,0.0732,0.9268,0
146,4449,2.545,33.6667,0.0,1.0,0
67,2891,3.5375,2.8857,0.0,1.0,0
133,5268,4.6454,0.8938,0.0448,0.9552,0
3,4413,15.4774,0.558,0.016,0.984,0
14,5884,2.483,25.25,0.0,1.0,0
314,2786,1.7043,7.2143,0.2308,0.7692,1
243,793,1.8424,1.1744,0.0,1.0,1
14,5395,5.6192,2.2222,0.0,1.0,0
4,1539,6.6452,0.7634,0.25,0.75,0
52,3144,4.9955,0.1221,0.0,1.0,0
23,4819,22.6623,0.5593,0.1839,0.8161,0
45,4724,16.546,0.3194,0.0187,0.9813,0
52,664,37.4051,0.9074,0.4118,0.5882,0
401,2073,6.6954,0.1738,0.0,1.0,1
15,2103,8.5103,1.5556,0.0204,0.9796,0
7,1890,2.1258,0.6667,0.6364,0.3636,0
790,1721,8.4893,97.0,0.2,0.8,1
6,4580,3.6684,4.2174,0.087,0.913,0
63,1239,6.7803,0.651,0.087,0.913,0
41,3705,1.5773,12.125,0.0,1.0,0
7,4813,2.049,13.8571,0.037,0.963,0
9,3602,1.8252,5.6471,0.0556,0.9444,0
19,4982,5.4252,3.5556,0.0676,0.9324,0
13,5747,5.6564,0.0995,0.0337,0.9663,0
12,5969,8.6891,1.2973,0.0986,0.9014,0
4,2224,12.9743,2.1333,0.1013,0.8987,0
34,4962,8.097,0.4528,0.0,1.0,0
133,3626,11.1811,0.5486,0.0631,0.9369,0
334,2538,52.0963,95.0,0.0,1.0,1
256,862,2.5423,0.8261,0.0,1.0,1
2,2887,12.1455,1.4394,0.0833,0.9167,0
113,5957,7.6643,2.7143,0.016,0.984,0
80,1615,7.6895,1.338,0.0,1.0,0
44,4311,18.9784,0.6169,0.0491,0.9509,0
10,4068,3.3221,1.5079,0.0,1.0,0
2,1735,11.1575,0.5697,0.0943,0.9057,0
28,1420,5.1444,0.4974,0.15,0.85,0
96,5011,3.7174,0.8785,0.0,1.0,0
803,5416,4.8556,0.6309,0.0,1.0,1
224,1865,16.0592,2.0,0.0,1.0,1
2,1978,3.8778,1.0333,0.0476,0.9524,0
16,5067,2.3067,1.7222,0.0938,0.9062,0
231,1875,0.5844,93.0,0.0,1.0,1
129,3415,6.5242,1.2105,0.0,1.0,0
75,4724,8.1184,1.3143,0.0381,0.9619,0
105,5520,2.7129,0.902,0.0244,0.9756,0
21,5355,0.9549,23.0,0.0714,0.9286,0
6,4071,40.374,1.011,0.0578,0.9422,0
14,4875,7.2675,13.1429,0.0515,0.9485,0
38,2121,11.1934,1.3143,0.0462,0.9538,0
7,1847,0.1978,18.4,1.0,0.0,0
0,2014,6.1661,0.7077,0.2353,0.7647,0
5,6032,3.1487,0.9381,0.0,1.0,0
239,2111,5.7097,1.1375,0.2727,0.7273,1
377,2685,2.8567,1.5424,0.0,1.0,1
15,3032,6.8665,1.1375,0.1404,0.8596,0
3,1374,6.1141,4.3333,0.0435,0.9565,0
7,1528,8.1273,0.302,0.0,1.0,0
20,3167,13.8396,0.7563,0.1167,0.8833,0
83,3225,5.4363,30.0,0.0208,0.9792,0
50,2663,7.5437,0.2695,0.1273,0.8727,0
56,1552,0.0,0.6923,0.0,0.0,0
4,5228,0.5589,90.0,0.0,1.0,0
6,1557,19.9398,0.7563,0.0,1.0,0
28,1812,5.0393,3.2143,0.28,0.72,0
3,3436,2.0197,90.0,0.1579,0.8421,0
5,3801,4.2281,10.0,0.0227,0.9773,0
79,3321,2.9695,44.5,0.0,1.0,0
1,5176,8.9619,1.8163,0.0945,0.9055,0
24,6641,3.3,0.6642,0.1667,0.8333,0
17,5096,1.3618,2.119,0.2105,0.7895,0
1051,4179,0.1748,89.0,0.0,1.0,1
18,3121,8.7772,1.2535,0.0267,0.9733,0
90,1685,15.8239,0.6096,0.0137,0.9863,0
276,2200,11.6216,17.8,0.0,1.0,1
13,2366,3.3962,3.4231,0.0455,0.9545,0
18,2447,5.672,5.5625,0.0,1.0,0
6,3893,10.5081,1.459,0.0179,0.9821,0
9,2779,4.0744,2.0698,0.0,1.0,0
148,5145,1.2069,2.0952,0.0,1.0,0
5,2892,6.5674,0.5752,0.0192,0.9808,0
86,1963,0.9303,88.0,0.0,1.0,0
14,4766,3.372,88.0,0.0682,0.9318,0
920,1627,0.6735,0.6929,0.0,1.0,1
4,2751,3.3192,0.8224,0.0,1.0,0
18,2652,10.1917,0.4656,0.1622,0.8378,0
32,5459,4.2152,44.0,0.0159,0.9841,0
58,4299,0.6797,28316.75,0.0,1.0,0
7,5036,5.4396,367.2022,0.04,0.96,0
47,6670,9.0902,3608.4,0.241,0.759,0
54,4508,13.0446,346.0833,0.1366,0.8634,0
77,3951,26.809,4639.6667,0.0069,0.9931,0
341,2209,1.1574,4417.3333,0.0,1.0,1
46,4365,27.6971,110.8586,0.0211,0.9789,0
12,2117,27.7776,413.0417,0.0062,0.9938,0
2289,4299,0.4248,9568.0,0.0,1.0,1
16,1158,16.4016,0.5871,0.1538,0.8462,0
35,5636,8.7489,4543.5,0.1704,0.8296,0
47,2291,13.0731,187.4565,0.0122,0.9878,0
664,1693,0.863,0.771,0.0,1.0,1
