days_since_last_activity,account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,churn
44,2242,26.5548,403.9,0.0,1.0,0
25,3595,29.8702,363.4091,0.0238,0.9762,0
28,4868,2.7761,29.9538,0.0811,0.9189,0
5,4424,32.1988,1159.8333,0.1231,0.8769,0
20,6436,13.904,16.1225,0.1143,0.8857,0
1306,1814,2.8189,6422.0,0.3571,0.6429,1
7,5540,4.8129,60.2642,0.0822,0.9178,0
144,2386,6.1232,0.1133,0.025,0.975,0
144,3013,8.607,343.1765,0.1831,0.8169,0
124,4005,23.5292,242.125,0.0504,0.9496,0
440,3790,0.2891,5735.0,0.3333,0.6667,1
3,5745,6.8663,8.3963,0.9074,0.0926,0
18,4480,19.0778,14.1499,0.0769,0.9231,0
48,6291,13.2955,87.5,0.0786,0.9214,0
16,1453,7.0385,0.3882,0.25,0.75,0
626,3309,3.5322,4876.0,0.0625,0.9375,1
5,2830,25.6837,0.2758,0.0452,0.9548,0
30,5904,5.4441,25.5922,0.5909,0.4091,0
5,4491,15.9405,62.0685,0.0561,0.9439,0
19,3692,3.9572,191.7826,0.1,0.9,0
51,3770,1.2595,70.9839,0.0769,0.9231,0
122,1216,11.4141,171.4,0.0789,0.9211,0
5,5425,28.8834,81.3269,0.014,0.986,0
20,4762,0.9204,1392.6667,0.0833,0.9167,0
4,4711,6.5902,2045.0,0.0118,0.9882,0
6,6277,1.222,93.8837,0.2857,0.7143,0
40,1770,2.4763,0.1503,0.1667,0.8333,0
31,4332,0.8431,3547.0,1.0,0.0,0
42,5688,12.907,12.1789,0.005,0.995,0
13,5573,4.7844,164.0952,0.0,1.0,0
95,4799,15.2219,3420.0,0.205,0.795,0
9,5238,3.2076,42.1899,0.0217,0.9783,0
255,4115,1.1539,1107.3333,0.6923,0.3077,1
16,4338,156.6079,49.1343,0.0624,0.9376,0
6,2666,16.3034,22.5137,0.0,1.0,0
1058,3237,1.0155,3268.0,0.8889,0.1111,1
82,2570,11.3696,12.2607,0.0125,0.9875,0
3,2687,3.1264,80.0278,0.0435,0.9565,0
1,1354,42.3517,1.1524,0.1911,0.8089,0
9,1433,5.6075,1.1005,0.3636,0.6364,0
12,3065,32.652,156.5556,0.0182,0.9818,0
5,4210,5.1187,4.2057,0.0847,0.9153,0
49,3929,4.1833,21.0079,0.0667,0.9333,0
2,3561,9.9492,6.4069,0.0619,0.9381,0
33,2861,19.5328,31.3494,0.0523,0.9477,0
1876,2193,24.8163,2573.0,0.1745,0.8255,1
30,4730,19.9999,183.2143,0.0193,0.9807,0
97,4925,5.6363,10.9372,0.0,1.0,0
27,5990,9.8782,8.3617,0.0556,0.9444,0
14,6325,8.5466,2347.0,0.0405,0.9595,0
27,2909,1.6323,2311.0,0.0,1.0,0
127,2442,0.7479,0.1478,0.0,1.0,0
57,4851,5.8729,174.5385,0.1026,0.8974,0
76,3711,1.2795,88.08,0.0,1.0,0
24,3378,5.9469,16.3359,0.1455,0.8545,0
24,5812,6.2844,396.4,0.13,0.87,0
474,818,5.3582,1956.0,0.5,0.5,1
2,3316,4.5161,637.3333,0.0976,0.9024,0
118,2952,9.6509,30.2623,0.0,1.0,0
4,3634,54.9785,39.3261,0.0329,0.9671,0
13,3491,21.3437,1784.0,0.2794,0.7206,0
606,1769,1.8583,1761.0,0.0,1.0,1
272,1420,12.6037,1737.0,0.2449,0.7551,1
18,2324,4.2434,845.5,0.0,1.0,0
3,3019,2.0567,15.3486,0.5882,0.4118,0
3,6276,7.1583,5.7483,0.0,1.0,0
67,5690,2.8244,4.824,0.0455,0.9545,0
5,6222,2.5829,327.0,0.0,1.0,0
29,5347,3.1422,19.2976,0.0435,0.9565,0
1438,1718,38.0557,1618.0,0.1006,0.8994,1
75,4272,9.0629,1.5454,0.0189,0.9811,0
15,3388,25.0112,10.911,0.0345,0.9655,0
13,2782,16.0174,0.686,0.1148,0.8852,0
53,4608,3.0913,13.3277,0.0513,0.9487,0
787,2979,46.2233,1557.0,0.0,1.0,1
44,4382,40.1758,70.5,0.0104,0.9896,0
3,2790,41.6306,0.4305,0.0912,0.9088,0
1033,3013,3.5155,7.8351,0.0,1.0,1
21,4821,6.8944,100.5333,0.0549,0.9451,0
19,5192,8.6529,64.9565,0.065,0.935,0
7,4345,4.035,5.4906,0.0625,0.9375,0
37,4691,3.3481,18.3125,0.0233,0.9767,0
1,5478,9.868,36.525,0.0405,0.9595,0
16,2911,4.6425,27.4808,0.0,1.0,0
2,2598,26.5713,0.1722,0.037,0.963,0
10,5297,8.2055,36.4872,0.0924,0.9076,0
1,286,35.7587,0.1549,0.4286,0.5714,0
59,2461,4.6009,699.5,0.0323,0.9677,0
28,3785,7.2375,25.2727,0.0533,0.9467,0
4,4822,4.6205,13.1442,0.0164,0.9836,0
1046,2676,5.3232,1354.0,0.641,0.359,1
2,5904,6.4958,1349.0,0.0381,0.9619,0
33,1589,1.1493,0.4065,0.0,1.0,0
455,4497,12.8329,4.3967,0.0,1.0,1
100,742,0.9845,15.9643,0.0,1.0,0
8,2589,8.0414,17.8533,0.0175,0.9825,0
7,3317,4.7349,1338.0,0.0233,0.9767,0
6,2610,1.5394,21.4194,0.1818,0.8182,0
6,1770,9.4924,0.4335,0.0435,0.9565,0
20,4452,6.4813,217.6667,0.0759,0.9241,0
17,4484,7.494,5.3724,0.0761,0.9239,0
13,3991,11.7144,1258.0,0.0391,0.9609,0
51,4294,7.8256,1251.0,0.2717,0.7283,0
48,4671,3.4406,8.6181,0.0682,0.9318,0
45,5450,45.3714,0.229,0.0015,0.9985,0
38,5718,7.0904,12.19,0.0541,0.9459,0
54,1906,3.0661,0.3419,0.5,0.5,0
40,2853,9.8578,8.4126,0.013,0.987,0
61,5622,2.3388,598.0,0.5,0.5,0
1473,1524,11.5039,1194.0,0.125,0.875,1
27,3815,4.787,169.8571,0.0,1.0,0
5,1942,37.2397,0.6712,0.0505,0.9495,0
19,4746,5.4641,9.6311,0.0563,0.9437,0
22,5812,3.0794,61.7895,0.0,1.0,0
3,3365,6.2955,2.6166,0.1552,0.8448,0
1655,6052,4.6471,27.4524,0.013,0.987,1
14,4702,2.3304,0.3344,0.4333,0.5667,0
1426,1931,12.2948,1137.0,0.0462,0.9538,1
31,1102,12.2634,1134.0,0.6486,0.3514,0
18,3663,3.9885,558.0,0.3,0.7,0
67,3374,5.954,14.3896,0.0,1.0,0
13,4289,2.3845,16.8923,0.0714,0.9286,0
3,5238,1.6735,5.8967,0.5833,0.4167,0
12,5768,21.7833,1.5211,0.1395,0.8605,0
5,3699,23.6983,0.9107,0.025,0.975,0
181,6048,2.4761,347.0,0.3171,0.6829,1
29,4444,7.4792,0.1504,0.0,1.0,0
159,4954,2.8017,49.2381,0.0526,0.9474,0
127,6564,5.3975,145.5714,0.0309,0.9691,0
8,3647,10.0151,145.2857,0.02,0.98,0
302,3021,9.9141,6.0838,0.0122,0.9878,1
170,5652,7.367,32.7097,0.0,1.0,0
11,2047,7.3157,1.4889,0.0488,0.9512,0
16,1702,7.511,142.4286,0.2571,0.7429,0
3,5967,6.9169,198.2,0.4071,0.5929,0
773,2482,3.0904,43.0435,0.0,1.0,1
177,1783,5.1213,28.2,0.12,0.88,0
20,1963,12.2804,0.3618,0.0152,0.9848,0
62,5879,4.2868,48.9,0.0,1.0,0
5,2457,7.5815,0.5891,0.0196,0.9804,0
3,5801,4.7852,18.5769,0.0,1.0,0
19,4640,15.2712,79.75,0.1804,0.8196,0
27,4450,6.4021,59.125,0.0513,0.9487,0
46,5411,3.5101,1.888,0.0577,0.9423,0
6,1770,12.5877,0.5615,0.1148,0.8852,0
1294,1833,2671.725,939.0,0.0001,0.9999,1
358,1441,4.309,0.2391,0.0,1.0,1
6,2216,4.2854,923.0,0.0385,0.9615,0
95,6109,15.4853,1.4299,0.0695,0.9305,0
941,3308,3.3124,9.766,0.0,1.0,1
100,4881,14.1431,114.625,0.0265,0.9735,0
25,2608,11.204,0.4428,0.0375,0.9625,0
21,5405,2.9734,2.1947,0.1136,0.8864,0
41,4333,4.9734,2.2746,0.0339,0.9661,0
208,2097,9.2314,64.2857,0.0189,0.9811,1
6,2390,11.309,1.4368,0.1757,0.8243,0
13,3050,4.1914,15.7368,0.0,1.0,0
12,4566,8.1593,63.7143,0.049,0.951,0
259,4275,5.3826,42.1905,0.0,1.0,1
56,4328,3.4601,0.4136,0.0,1.0,0
55,2359,19.8186,5.25,0.0156,0.9844,0
40,5862,7.6016,0.9887,0.0984,0.9016,0
98,6100,3.5327,5.6993,0.0339,0.9661,0
25,3965,2.3951,13.6825,0.2308,0.7692,0
2222,3791,2.6977,858.0,0.0,1.0,1
78,3944,0.463,93.7778,0.0,1.0,0
12,3975,2.2053,139.3333,0.0417,0.9583,0
7,6185,11.8108,17.7872,0.025,0.975,0
4,2779,2.6286,208.5,0.1,0.9,0
4,5031,8.712,206.75,0.0,1.0,0
55,4937,84.7096,0.3957,0.0271,0.9729,0
70,6309,13.026,4.6364,0.0044,0.9956,0
33,1074,14.6236,7.6571,0.2093,0.7907,0
24,5045,2.8959,66.9167,0.0,1.0,0
4,4888,0.5978,0.1042,0.0,1.0,0
60,4027,2.3582,22.9412,0.0,1.0,0
52,5375,22.4247,15.2941,0.0182,0.9818,0
18,4748,18.4625,0.9911,0.025,0.975,0
59,3918,1.0255,59.8462,0.2727,0.7273,0
1,6075,0.4209,22.8529,0.5714,0.4286,0
32,2520,9.856,1.3414,0.0147,0.9853,0
6,5994,9.3841,773.0,0.1039,0.8961,0
5,6669,3.5052,3.4356,0.5312,0.4688,0
3,3192,15.9053,70.1818,0.0432,0.9568,0
912,4641,2.9119,769.0,0.0,1.0,1
134,1595,15.5718,152.8,0.0441,0.9559,0
6,3805,6.7194,29.2692,0.0429,0.9571,0
6,4244,6.0244,14.3396,0.1857,0.8143,0
30,3295,9.2005,0.6894,0.0241,0.9759,0
4,1928,237.1852,754.0,0.0391,0.9609,0
264,4587,2.3888,376.0,0.0333,0.9667,1
124,5891,7.5022,3.472,0.0331,0.9669,0
10,3584,18.1402,2.964,0.073,0.927,0
2,5233,1.1168,147.8,0.0625,0.9375,0
7,3625,6.1463,10.6232,0.0164,0.9836,0
95,3525,7.3568,48.7333,0.0563,0.9437,0
29,2704,7.024,0.4818,0.1154,0.8846,0
159,4493,12.9256,25.8929,0.0,1.0,0
4,2655,17.4715,15.3191,0.0551,0.9449,0
101,1135,3.2181,715.0,0.4,0.6,0
32,4010,7.3779,24.5172,0.1358,0.8642,0
72,4837,5.6634,236.6667,0.0,1.0,0
3,4539,5.9547,10.1429,0.0,1.0,0
65,4125,5.7555,0.6639,0.0615,0.9385,0
14,4429,2.9688,11.3871,0.0556,0.9444,0
308,3127,12.3814,1.0368,0.0,1.0,1
14,3024,6.2808,8.381,0.0769,0.9231,0
391,6587,5.2678,1.1861,0.0,1.0,1
26,4832,17.8392,10.6061,0.1059,0.8941,0
8,2616,3.0717,0.8016,0.0909,0.9091,0
32,3386,0.5394,99.7143,0.0,1.0,0
9,2414,6.96,0.4387,0.0652,0.9348,0
3,4369,23.1573,1.1834,0.0036,0.9964,0
26,4624,5.0554,43.375,0.0312,0.9688,0
5,5410,0.2025,4.1257,0.0,1.0,0
28,4038,44.8648,683.0,0.2036,0.7964,0
1,2395,17.0806,56.8333,0.1964,0.8036,0
103,1142,21.4289,0.4403,0.0,1.0,0
7,1138,8.6659,3.5957,0.037,0.963,0
35,2191,12.1694,0.5892,0.0822,0.9178,0
23,5239,10.2485,6.72,0.0544,0.9456,0
13,5487,8.4539,4.5578,0.1181,0.8819,0
9,4066,18.5949,13.34,0.0193,0.9807,0
4,1874,11.6942,0.9737,0.4333,0.5667,0
684,3271,1.5633,666.0,0.2143,0.7857,1
35,1374,30.0388,1.1705,0.3097,0.6903,0
201,2659,3.5715,1.0375,0.0,1.0,1
42,2833,6.9621,1.0392,0.0,1.0,0
13,1289,12.7512,0.952,0.0444,0.9556,0
18,641,135.0456,0.9437,0.1688,0.8312,0
5,2587,5.6475,163.25,0.0,1.0,0
101,2480,93.3744,10.0308,0.1577,0.8423,0
21,6251,2.4541,28.3478,0.119,0.881,0
9,4998,6.8694,18.0556,0.0106,0.9894,0
35,5198,0.4216,0.2109,0.5,0.5,0
5,6678,2.0784,19.0882,0.0526,0.9474,0
5,5164,1.6268,161.75,0.2174,0.7826,0
1,5204,4.2814,2.4286,0.1148,0.8852,0
685,2104,4.3399,644.0,0.4,0.6,1
11,1564,6.7725,1.0489,0.2759,0.7241,0
14,2806,3.7749,27.9565,0.0,1.0,0
24,1967,5.942,642.0,0.5312,0.4688,0
6,1942,21.0649,0.6561,0.0357,0.9643,0
15,2851,17.1671,0.8721,0.0224,0.9776,0
4,4904,35.0801,2.0744,0.0913,0.9087,0
4,5503,7.9647,2.3933,0.025,0.975,0
12,4538,3.8634,4.8385,0.0,1.0,0
19,4274,5.9821,23.2963,0.1143,0.8857,0
52,4279,2.7315,5.531,0.0312,0.9688,0
60,2641,9.9576,89.1429,0.3472,0.6528,0
13,3955,2.7705,207.6667,0.0,1.0,0
25,2109,70.4868,4.3194,0.0319,0.9681,0
42,2005,4.9186,1.0401,0.5926,0.4074,0
26,2718,1.747,2.6538,0.0,1.0,0
1779,2553,6.2949,621.0,0.0,1.0,1
93,4899,15.0603,4.106,0.0099,0.9901,0
248,3636,13.059,617.0,0.1462,0.8538,1
32,4156,0.7031,6.1089,1.0,0.0,0
46,5740,4.0725,0.2584,0.1719,0.8281,0
12,5479,0.3333,0.6574,0.0,1.0,0
81,2772,10.0141,3.1865,0.0,1.0,0
0,5986,5.1865,4.0395,0.0471,0.9529,0
13,3106,11.4067,40.6667,0.1443,0.8557,0
25,6682,1.8585,0.1116,0.5882,0.4118,0
1142,1930,36.3358,608.0,0.2188,0.7812,1
16,2841,8.6138,1.8824,0.0448,0.9552,0
26,5353,1.6376,151.75,0.0,1.0,0
55,5186,4.7892,18.3333,0.0,1.0,0
25,6040,2.6608,1.2878,0.1364,0.8636,0
49,4422,0.4956,0.2122,0.1667,0.8333,0
26,2747,1.8615,603.0,0.2143,0.7857,0
4,2681,8.4467,5.3186,0.5161,0.4839,0
15,5669,3.9302,0.6152,0.082,0.918,0
26,5425,8.8872,33.2222,0.0455,0.9545,0
4,4690,6.4639,66.1111,0.0241,0.9759,0
17,1432,15.0487,0.4322,0.1186,0.8814,0
74,2628,5.1424,9.2344,0.027,0.973,0
17,3266,0.7828,12.0,0.1429,0.8571,0
23,6248,13.6209,6.0619,0.0987,0.9013,0
522,2558,15.5638,587.0,0.0,1.0,1
24,1298,1.6884,1.0034,0.5,0.5,0
78,4847,3.4664,7.5584,0.0217,0.9783,0
11,3938,13.727,1.2129,0.0405,0.9595,0
17,5844,3.4375,36.3125,0.0182,0.9818,0
244,4842,1.8858,193.3333,0.04,0.96,1
43,4249,2.321,193.3333,0.037,0.963,0
6,5765,5.7021,7.3974,0.1444,0.8556,0
20,3878,3.4849,574.0,0.1351,0.8649,0
5,1531,2.1471,573.0,0.8889,0.1111,0
3,2775,6.7127,2.8317,0.2745,0.7255,0
18,6565,2.8931,7.8356,0.0577,0.9423,0
37,4470,4.1673,6.1398,0.2353,0.7647,0
21,4036,8.7783,63.3333,0.0,1.0,0
170,5287,11.9516,1.5746,0.0116,0.9884,0
77,4352,3.2732,4.7417,0.0256,0.9744,0
2,1180,8.3574,1.0289,0.037,0.963,0
2,4140,1.4998,47.3333,0.1765,0.8235,0
19,3837,0.6663,1.7806,0.7143,0.2857,0
4,1828,8.5918,3.0486,0.4884,0.5116,0
343,5506,16.8495,562.0,0.122,0.878,1
4,3275,7.5838,51.0,0.1618,0.8382,0
1287,3400,0.2149,556.0,0.0,1.0,1
43,5184,11.9777,1.2198,0.0294,0.9706,0
185,4845,6.4833,553.0,0.0233,0.9767,1
3,6255,8.8174,1.3844,0.0199,0.9801,0
4,2381,2.4544,15.25,0.9375,0.0625,0
62,5816,0.5652,0.515,0.1111,0.8889,0
36,3267,1.3416,91.1667,0.0,1.0,0
10,1304,2.2408,1.1129,0.75,0.25,0
27,5302,19.4267,7.9118,0.0426,0.9574,0
14,1690,7.1321,0.9027,0.1818,0.8182,0
1511,5136,3.2002,535.0,0.0444,0.9556,1
83,3463,12.4457,14.8333,0.0,1.0,0
11,4792,8.6129,2.1673,0.0177,0.9823,0
18,2652,7.2995,0.5343,0.0755,0.9245,0
24,5768,4.8759,2.2321,0.0649,0.9351,0
6,1532,11.9207,4.7232,0.36,0.64,0
9,4111,4.7977,0.4521,0.7963,0.2037,0
62,5708,0.7679,528.0,0.0833,0.9167,0
81,4131,1.6799,8.3651,0.0,1.0,0
28,1830,3.393,0.7028,0.1176,0.8824,0
13,5500,0.3985,19.3333,0.1667,0.8333,0
9,1828,2.5975,5.8539,0.5385,0.4615,0
21,5550,2.435,3.46,0.027,0.973,0
196,4129,4.5999,0.8196,0.0,1.0,1
20,560,17.6103,516.0,0.6667,0.3333,0
30,6560,9.2426,0.7413,0.0482,0.9518,0
26,4011,4.6442,23.2273,0.0588,0.9412,0
18,2442,8.2264,21.2917,0.0364,0.9636,0
4,3982,7.2463,5.7955,0.0759,0.9241,0
2,3285,4.1139,22.1739,0.0541,0.9459,0
130,3432,2.0221,509.0,0.2632,0.7368,0
7,4333,11.4641,3.1358,0.0294,0.9706,0
4,5213,13.4525,1.924,0.0677,0.9323,0
4,5289,4.9722,10.1,0.0278,0.9722,0
40,6366,3.4999,0.6222,0.0328,0.9672,0
242,2178,8.385,7.9683,0.0,1.0,1
148,5213,10.0193,501.0,0.021,0.979,0
6,5103,7.2291,2.9762,0.0,1.0,0
17,2926,0.0,499.0,0.0,0.0,0
57,1873,7.8003,0.5764,0.075,0.925,0
888,3464,2.636,497.0,0.0,1.0,1
20,2281,2.562,2.2143,0.0,1.0,0
1,4089,12.5055,0.3603,0.0357,0.9643,0
4,3436,16.6892,2.1336,0.0127,0.9873,0
24,2595,1.2668,0.689,0.4444,0.5556,0
543,3648,24.7305,491.0,0.332,0.668,1
16,5528,2.3125,1.4613,0.0571,0.9429,0
12,3455,0.6343,98.2,0.3333,0.6667,0
20,3720,7.1675,1.369,0.0548,0.9452,0
997,3103,0.5885,486.0,0.0,1.0,1
6,3156,3.2405,0.6383,0.0,1.0,0
5,4391,12.7268,9.0,0.1046,0.8954,0
39,3755,3.9881,5.3297,0.0,1.0,0
20,5324,6.1058,15.6129,0.0337,0.9663,0
30,2272,18.3268,7.6667,0.0965,0.9035,0
130,4264,5.1395,0.7188,0.0167,0.9833,0
135,5318,25.4123,2.5104,0.0946,0.9054,0
2,4850,8.0581,40.1667,0.2336,0.7664,0
54,2704,7.5643,7.6349,0.375,0.625,0
111,4398,8.3049,31.9333,0.0,1.0,0
514,3421,0.7474,476.0,0.0,1.0,1
50,4638,3.1501,238.0,0.0,1.0,0
86,5712,3.9645,476.0,0.0,1.0,0
187,5113,1.0715,19.7917,0.0,1.0,1
1358,5149,0.0,59.25,0.0,0.0,1
18,3019,10.4046,0.0745,0.0698,0.9302,0
21,2355,8.3752,3.5414,0.1111,0.8889,0
13,1872,143.4075,1.4144,0.2163,0.7837,0
27,6402,10.9541,6.7286,0.0781,0.9219,0
107,3316,11.896,6.7,0.0093,0.9907,0
3,908,12.8722,0.6223,0.2188,0.7812,0
40,2169,8.083,0.7366,0.25,0.75,0
42,6276,1.6295,2.3069,0.0357,0.9643,0
3,6446,10.936,5.1667,0.1295,0.8705,0
38,6516,8.9126,7.4839,0.1698,0.8302,0
21,6475,14.328,14.9032,0.0118,0.9882,0
12,2049,0.3565,11.55,0.0,1.0,0
16,5376,11.2102,12.8333,0.0788,0.9212,0
27,6340,7.9502,25.6111,0.0072,0.9928,0
1,3653,9.9986,1.8852,0.02,0.98,0
71,993,6.253,1.0222,0.1176,0.8824,0
62,3342,1.0929,57.25,0.1,0.9,0
2,4267,23.4541,2.106,0.0584,0.9416,0
1029,6297,12.9348,456.0,0.009,0.991,1
3,6132,48.5451,1.7395,0.0515,0.9485,0
4,4332,1.602,4.3654,0.6842,0.3158,0
125,5218,0.77,2.1942,0.3636,0.6364,0
4,5501,1.0624,0.6565,0.125,0.875,0
348,3877,0.8479,451.0,0.1111,0.8889,1
7,6618,4.2497,4.3269,0.039,0.961,0
66,5351,3.8225,1.9522,0.0357,0.9643,0
6,2118,15.3481,0.6535,0.0449,0.9551,0
37,6054,1.991,4.7053,0.0606,0.9394,0
15,4848,5.1231,447.0,0.0441,0.9559,0
5,3160,0.6935,0.6368,1.0,0.0,0
196,2581,2.2642,1.0183,0.0,1.0,1
592,3346,12.1168,0.2958,0.0,1.0,1
12,2097,1.7418,0.7508,0.0,1.0,0
51,2041,12.5269,5.8553,0.0286,0.9714,0
85,5664,3.9981,20.2273,0.0323,0.9677,0
22,3528,7.247,3.4496,0.0143,0.9857,0
402,5498,9.7657,34.1538,0.068,0.932,1
25,5425,0.202,444.0,1.0,0.0,0
25,5526,7.3367,1.3899,0.036,0.964,0
13,2559,8.7066,6.4058,0.1639,0.8361,0
17,5654,1.8734,88.0,0.0345,0.9655,0
11,5445,9.6595,4.9326,0.0,1.0,0
19,4726,1.4684,438.0,0.0,1.0,0
333,3472,3.7872,3.0629,0.0,1.0,1
12,2075,7.569,8.549,0.0233,0.9767,0
1599,2350,0.3109,436.0,0.0,1.0,1
1,6478,0.6766,0.8286,1.0,0.0,0
25,1713,6.1835,1.0535,0.1034,0.8966,0
46,4115,3.2841,8.66,0.1081,0.8919,0
13,4411,14.6564,1.2308,0.0056,0.9944,0
20,2956,11.4913,4.6452,0.043,0.957,0
1,4807,0.9118,10.2619,0.0833,0.9167,0
1118,2311,5.8478,143.6667,0.0,1.0,1
26,5935,4.3695,7.431,0.0141,0.9859,0
38,6230,2.521,214.0,0.0,1.0,0
5,4061,13.8509,7.1,0.0584,0.9416,0
6,4844,3.4685,3.4,0.1739,0.8261,0
5,4735,1.0028,2.5449,0.0,1.0,0
31,2956,3.5833,11.8056,0.1034,0.8966,0
5,1544,18.9249,3.2868,0.0625,0.9375,0
44,5372,9.7228,18.3913,0.028,0.972,0
2,3941,18.2579,11.6944,0.0,1.0,0
53,4227,2.6787,421.0,0.0,1.0,0
26,3605,16.92,0.7656,0.0659,0.9341,0
18,4547,1.1246,17.4167,0.0714,0.9286,0
79,2890,3.7915,1.0504,0.4333,0.5667,0
0,770,9.9614,0.678,0.8095,0.1905,0
22,5889,5.7061,2.2063,0.0543,0.9457,0
10,2925,30.9682,0.3193,0.004,0.996,0
26,2306,4.2766,0.3111,0.037,0.963,0
60,2917,19.5334,4.3333,0.5897,0.4103,0
2,5239,4.1133,2.1173,0.0678,0.9322,0
346,4218,10.7376,0.1331,0.0,1.0,1
29,3379,11.8904,3.7054,0.1182,0.8818,0
22,3210,7.0547,2.065,0.1613,0.8387,0
1,3931,8.3624,0.9856,0.1222,0.8778,0
6,4399,8.8012,137.3333,0.0189,0.9811,0
970,3123,6.6664,411.0,0.0,1.0,1
15,1082,10.4646,5.3377,0.1613,0.8387,0
11,5039,1.0148,19.5714,0.2143,0.7857,0
12,4022,29.4234,24.1765,0.0432,0.9568,0
22,5612,4.7511,8.0196,0.0822,0.9178,0
39,5459,2.0741,12.7812,0.4516,0.5484,0
1,5852,11.1098,8.6809,0.1124,0.8876,0
5,5641,6.0217,45.3333,0.0538,0.9462,0
407,4631,3.076,34.0,0.0,1.0,1
8,1768,5.3713,4.9036,0.1154,0.8846,0
31,1602,0.228,407.0,1.0,0.0,0
1,4241,4.1339,40.6,0.0,1.0,0
225,3919,31.0355,3.9417,0.012,0.988,1
28,4807,8.89,2.6026,0.0769,0.9231,0
155,5062,3.8242,2.3143,0.0189,0.9811,0
315,5298,24.0604,1.2385,0.0,1.0,1
11,3481,1.1542,67.3333,0.8182,0.1818,0
6,3291,5.2163,5.3158,0.0638,0.9362,0
50,6282,3.4885,5.3026,0.2167,0.7833,0
6,2790,12.175,1.0281,0.1828,0.8172,0
81,1924,21.6416,0.3893,0.0351,0.9649,0
335,679,23330.2765,401.0,0.0828,0.9172,1
21,2491,9.2376,2.381,0.0159,0.9841,0
42,4702,15.769,0.8808,0.3448,0.6552,0
31,1229,1.7832,0.7014,0.5,0.5,0
3,3661,3.9907,0.8302,0.075,0.925,0
96,2844,14.8977,0.3114,0.0172,0.9828,0
528,1763,2.6933,56.4286,0.0769,0.9231,1
33,4347,0.8402,395.0,0.3,0.7,0
4,1728,14.1619,0.7467,0.1194,0.8806,0
83,4604,4.046,0.6752,0.0,1.0,0
74,5805,21.3298,0.2049,0.0678,0.9322,0
1,2617,3.6288,2.9773,0.0385,0.9615,0
27,3730,3.6231,6.1406,0.027,0.973,0
1617,6243,21.0035,392.0,0.0279,0.9721,1
15,5888,7.6301,5.6812,0.1138,0.8862,0
511,1591,5.2802,391.0,0.4783,0.5217,1
142,3350,17.4448,0.7697,0.0813,0.9187,0
7,1883,7.9529,0.6062,0.1463,0.8537,0
10,3347,2.4008,11.7879,0.1364,0.8636,0
2,4203,20.7696,388.0,0.1674,0.8326,0
93,6268,5.2445,3.88,0.0,1.0,0
12,5221,6.2262,2.2899,0.0225,0.9775,0
8,1819,9.0359,11.0571,0.0444,0.9556,0
