account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,avg_stars_per_repo,avg_forks_per_repo,repository_maintenance_ratio,churn
3667,2.1913,0.2969,0.1818,0.8182,0.2727,0.2273,0.0909,0
2661,1.6471,0.5294,0.1667,0.8333,0.1667,0.4167,0.0833,0
4960,7.4376,0.5,0.0,1.0,0.0297,0.0594,0.0,1
4095,2.8542,0.8571,0.0,1.0,0.0,0.0625,0.0,1
2517,0.0,0.6207,0.0,0.0,0.0,0.0,0.0,0
3604,1.8242,0.5143,0.0,1.0,0.7778,0.3889,0.0,0
2774,3.1601,1.3846,0.125,0.875,0.2083,0.0417,0.125,0
3709,2.3634,1.3846,0.0833,0.9167,0.125,0.0833,0.0833,0
5149,0.8512,0.45,0.0,1.0,0.1667,0.0,0.0,0
2457,0.7433,1.0,0.0,1.0,0.0,0.0,0.0,1
2193,12.1583,1.0,0.0,1.0,0.0137,0.0959,0.0,1
3152,22.8281,0.1395,0.0,1.0,0.0355,0.1472,0.0051,0
2639,16.747,0.1208,0.0661,0.9339,0.0165,0.0,0.1074,0
2273,6.2669,1.2,0.0256,0.9744,0.2308,0.0513,0.0256,0
4480,1.386,1.2857,0.0588,0.9412,0.0,0.0,0.0588,0
2908,2.0096,1.0588,0.25,0.75,0.625,0.625,0.5625,0
4282,0.853,1.8889,0.0,1.0,0.4,0.3,0.0,1
4862,1.8781,1.4167,0.0,1.0,0.12,0.0,0.0,1
3733,2.5439,0.2464,0.2308,0.7692,0.0385,0.0385,0.1538,0
3304,2.3215,0.2429,0.1429,0.8571,0.1429,0.0476,0.1429,0
5077,0.0719,0.5,0.0,1.0,0.0,0.0,0.0,1
3269,2.3464,1.3077,0.0,1.0,0.0476,0.0476,0.0,1
3887,2.5371,3.4,0.037,0.963,0.0741,0.0,0.0,0
2554,6.1495,5.6667,0.1628,0.8372,0.4419,0.3256,0.1395,0
3571,2.0456,0.68,0.0,1.0,0.0,0.05,0.0,1
4865,1.4265,0.85,0.0526,0.9474,0.0,0.0,0.1053,1
2713,2.9619,1.0,0.0,1.0,0.2273,0.0455,0.0,0
3981,0.6422,3.4,0.0,1.0,0.1429,0.0,0.0,1
3109,2.4671,0.6296,0.5238,0.4762,0.0476,0.0,0.4762,0
2928,2.1206,0.7083,0.3529,0.6471,0.7059,0.0588,0.0588,0
3566,1.6388,1.8889,0.25,0.75,0.4375,0.0,0.25,0
3821,1.625,0.5484,0.0,1.0,0.1176,0.1765,0.0,0
2935,2.3645,0.7727,0.4211,0.5789,2.6842,0.0526,0.3684,0
3441,9.3409,1.3077,0.0455,0.9545,0.0455,0.0227,0.0341,0
4107,3.5573,1.2143,0.05,0.95,0.2,0.05,0.125,0
2201,1.9914,1.1333,1.0,0.0,0.0,0.0,0.5,0
3370,3.9018,0.6538,0.0,1.0,0.0,0.0,0.0,0
4181,1.5725,0.9444,0.1111,0.8889,0.0,0.0,0.1111,0
2499,1.7539,0.4474,0.0,1.0,0.5,0.0,0.0833,0
2279,6.571,0.9444,0.0,1.0,0.0488,0.0488,0.0,0
3729,1.2733,0.2909,0.3846,0.6154,0.1538,0.0,0.3077,0
324,6.7639,0.5517,1.0,0.0,0.0,0.0,0.1667,0
1734,1.6851,0.5333,0.375,0.625,0.0,0.0,0.375,0
2785,1.8361,2.0,0.0714,0.9286,0.1429,0.0714,0.0714,0
6332,0.1154,4.0,0.0,1.0,0.0,0.0,0.0,0
3492,1.4643,0.8889,0.0,1.0,0.0,0.0,0.0,0
5202,0.7723,0.5161,0.0,1.0,0.2727,0.0,0.0,0
5053,2.9636,1.6,0.122,0.878,0.0244,0.0,0.0976,0
6467,0.9037,2.0,0.0,1.0,0.0,0.0,0.0,0
3800,1.3457,0.2162,0.0,1.0,2.0,0.0714,0.0,0
5523,2.8437,1.3333,0.0,1.0,0.093,0.0,0.0,0
2960,0.2468,0.9412,0.5,0.5,0.0,0.0,0.0,0
5326,0.4801,0.9412,0.2857,0.7143,0.2857,0.0,0.4286,0
146,20.0137,0.7619,1.0,0.0,0.375,0.0,0.375,0
6294,0.6383,5.3333,0.0,1.0,0.0,0.0909,0.0,1
5482,0.2665,1.3333,0.0,1.0,0.0,0.0,0.0,1
2939,1.7399,1.0,0.0,1.0,0.2143,0.0,0.0,1
1925,0.9487,3.2,0.0,1.0,0.0,0.0,0.0,1
3487,23.0442,1.1429,0.1136,0.8864,0.1545,0.0364,0.0273,0
5709,1.2796,2.2857,0.05,0.95,0.15,0.0,0.05,0
4459,0.0,3.75,0.0,0.0,0.0,0.0,0.0,1
3110,3.171,0.8333,0.0,1.0,0.037,0.0,0.0,1
3813,4.6937,1.5,0.0204,0.9796,0.102,0.0,0.0204,0
3756,8.0713,3.75,0.0241,0.9759,0.0361,0.012,0.012,0
1220,3.892,1.0714,0.9231,0.0769,1.3846,0.1538,0.4615,0
2104,5.7287,0.75,0.0303,0.9697,0.0909,0.0,0.0606,0
4374,0.9186,0.75,0.2727,0.7273,0.0,0.0,0.0,0
2864,0.0,7.5,0.0,0.0,0.0,0.0,0.0,1
4448,2.7098,0.5556,0.1212,0.8788,0.1212,0.0,0.0606,0
3374,2.1651,1.25,0.0,1.0,0.05,0.0,0.0,0
991,1.4743,15.0,0.25,0.75,4.25,0.5,0.75,1
4266,1.2843,3.0,0.0667,0.9333,0.0667,0.0,0.0,0
1814,1.8122,3.75,0.4444,0.5556,3.0,0.4444,0.3333,0
5142,0.3552,1.3636,0.0,1.0,0.0,0.0,0.0,1
4918,2.5994,1.0,0.0286,0.9714,0.0,0.0,0.0286,0
2121,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0
4454,0.82,1.875,0.0,1.0,0.3,0.0,0.0,0
1332,10.6943,1.875,0.0256,0.9744,0.0256,0.0513,0.0,0
4256,3.1753,0.8824,0.0,1.0,0.2703,0.027,0.0,0
2826,1.6802,0.8333,0.0,1.0,0.2308,0.2308,0.0,0
4469,1.7163,1.3636,0.0,1.0,0.0,0.0,0.0,1
5401,0.8791,0.875,0.0,1.0,0.0769,0.0,0.0,1
5226,2.3763,1.0769,0.0588,0.9412,0.3235,0.0882,0.0588,0
3287,0.2222,1.0,0.0,1.0,3.0,0.0,0.0,1
2824,3.3628,0.6667,0.0,1.0,0.0385,0.0,0.0,0
420,13.0446,0.5185,0.4,0.6,0.0,0.1333,0.0,0
4809,0.2279,3.5,0.0,1.0,0.3333,0.0,0.0,1
4011,0.1821,1.5556,0.0,1.0,0.0,0.0,0.0,0
4933,0.0,3.5,0.0,0.0,0.0,0.0,0.0,1
4171,0.9633,4.6667,0.0909,0.9091,0.0909,0.1818,0.0909,0
4188,7.2387,0.6087,0.0723,0.9277,0.5181,0.0,0.3855,0
2866,0.6372,2.0,0.2,0.8,1.6,1.2,0.0,0
4663,0.3916,2.8,0.0,1.0,0.2,0.0,0.0,1
3812,1.2456,2.0,0.0,1.0,0.1538,0.0,0.0,0
3823,0.0955,1.75,0.0,1.0,44.0,14.0,0.0,1
3717,1.3757,0.6667,0.0,1.0,0.0,0.0,0.0,0
6042,1.2695,1.75,0.5714,0.4286,0.0,0.0,0.5238,0
3839,0.2854,1.2727,0.0,1.0,1.6667,0.0,0.0,1
2245,8.4601,1.2727,0.0,1.0,0.2115,0.0385,0.0,0
4238,4.1369,1.0769,0.0417,0.9583,0.5833,0.1458,0.0208,0
199,11.0126,0.7,1.0,0.0,0.0,0.0,1.0,0
3961,0.1844,4.6667,0.0,1.0,0.0,0.5,0.0,1
1855,4.1349,0.359,0.0476,0.9524,0.1429,0.0476,0.0,0
1222,7.4724,0.875,0.12,0.88,0.56,0.04,0.0,0
3740,0.586,0.6364,0.0,1.0,0.0,0.0,0.0,0
1611,1.5871,1.5556,0.5714,0.4286,2.1429,0.0,0.0,0
4030,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0
2209,1.9842,0.4375,0.0,1.0,0.0833,0.0833,0.0,0
1427,3.8393,0.6667,0.0667,0.9333,0.0,0.0,0.0667,0
2324,0.1572,2.0,0.0,1.0,0.0,0.0,0.0,1
4911,1.1156,2.3333,0.0,1.0,0.2667,0.0,0.0,1
3846,0.095,0.4667,0.0,1.0,0.0,0.0,0.0,0
1916,0.1906,0.4516,0.0,1.0,0.0,0.0,0.0,0
5747,0.8262,0.8235,0.0,1.0,0.0,0.0,0.0,0
4132,4.3314,0.3333,0.0408,0.9592,0.0408,0.0,0.0,0
993,12.506,1.0769,0.0,1.0,0.1176,0.1765,0.0,0
744,15.2188,1.0,0.129,0.871,0.1613,0.0968,0.0,0
1470,20.126,1.75,0.5062,0.4938,0.1728,0.0988,0.4074,0
2388,0.0,4.3333,0.0,0.0,0.0,0.0,0.0,1
1727,10.3632,1.0,0.0204,0.9796,0.102,0.0,0.0,0
2061,1.2405,0.7647,0.1429,0.8571,0.0,0.0,0.1429,0
5227,2.2361,0.9286,0.0312,0.9688,0.0,0.0625,0.0,0
2585,1.2717,0.8125,0.0,1.0,0.0,0.3333,0.0,0
5913,1.8531,13.0,0.0667,0.9333,0.3667,0.0333,0.0667,0
4030,3.9878,1.1818,0.1818,0.8182,0.2955,0.0682,0.1136,0
1634,0.2235,0.3611,0.0,1.0,0.0,0.0,0.0,1
4497,0.3249,2.1667,0.25,0.75,0.0,0.0,0.25,0
660,2.2136,13.0,1.0,0.0,3.0,0.5,0.75,1
1183,2.7787,0.5652,1.0,0.0,0.0,0.0,0.3333,0
2534,0.0,0.8667,0.0,0.0,0.0,0.0,0.0,1
3008,0.7286,3.25,0.0,1.0,0.5,0.1667,0.0,1
3985,2.2914,0.619,0.04,0.96,0.12,0.0,0.04,0
2704,21.7475,0.2955,0.0186,0.9814,0.087,0.0,0.0124,0
3090,12.175,0.9286,0.2913,0.7087,0.0583,0.0388,0.3301,0
3781,0.0966,0.325,0.0,1.0,1.0,0.0,0.0,1
5090,0.6458,0.8125,0.0,1.0,0.1111,0.3333,0.0,0
2404,3.1906,1.1818,0.1429,0.8571,0.0,0.0476,0.0952,0
2631,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1
3022,5.6806,1.0,0.0,1.0,0.0,0.1064,0.0,0
4535,0.4832,4.3333,0.1667,0.8333,0.1667,0.3333,0.0,0
3964,0.5529,6.5,0.0,1.0,1.0,0.5,0.0,0
4342,2.103,4.3333,0.04,0.96,0.0,0.12,0.0,0
4280,2.7308,2.1667,0.0625,0.9375,0.0,0.0,0.0,0
5642,1.5537,2.1667,0.0,1.0,0.0,0.2083,0.0,0
1345,7.0606,1.1818,0.0,1.0,0.0385,0.0,0.0,1
2536,4.8969,0.4062,0.0,1.0,0.3529,0.0,0.0,0
2588,6.6332,1.0,0.0213,0.9787,0.7872,0.0851,0.0638,0
2289,11.6484,0.9286,0.0,1.0,0.0,0.0,0.0,1
4338,0.1684,2.1667,0.0,1.0,0.0,0.0,0.0,0
2911,16.8133,0.325,0.0597,0.9403,0.0075,0.097,0.0224,0
3011,0.2426,0.7647,0.5,0.5,0.0,0.0,0.5,0
2404,0.3039,0.9286,0.0,1.0,0.0,0.0,0.0,0
2558,3.7125,1.0,0.0385,0.9615,0.1923,0.1154,0.0385,0
4090,1.7861,1.0833,0.0,1.0,0.0,0.05,0.0,0
3127,0.4672,0.2549,0.0,1.0,0.5,0.0,0.0,0
2868,0.7641,1.3,0.0,1.0,0.1667,0.0,0.0,1
4703,1.1649,1.4444,0.1333,0.8667,0.0667,0.0,0.1333,0
5508,0.4642,0.7222,0.0,1.0,1.0,0.4286,0.0,0
5058,12.1317,0.1781,0.2143,0.7857,0.0774,0.0952,0.1548,0
1547,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1
770,11.3844,1.0909,0.0,1.0,0.0,0.0,0.0,0
2459,1.0398,1.5,0.1429,0.8571,0.2857,0.0,0.1429,0
1643,0.2223,2.0,0.0,1.0,0.0,0.0,0.0,0
2028,3.9623,1.0,0.0455,0.9545,0.0455,0.0,0.0455,0
1369,9.0712,0.24,0.0294,0.9706,0.1765,0.0294,0.0,0
1850,3.7512,0.4138,0.0,1.0,0.3684,0.0,0.0526,1
1153,0.3168,12.0,1.0,0.0,0.0,0.0,0.0,0
3805,0.192,1.2,0.5,0.5,0.0,0.0,0.5,0
1861,1.9627,12.0,0.2,0.8,2.3,0.3,0.0,1
5106,0.9299,0.7059,0.0,1.0,0.0,0.0,0.0,0
2758,1.3243,1.2,0.0,1.0,0.5,0.2,0.0,0
3260,1.4565,3.0,0.1538,0.8462,0.5385,0.1538,0.1538,0
3593,0.8132,2.0,0.375,0.625,0.0,0.0,0.125,0
4153,1.9349,12.0,0.0,1.0,2.0909,1.0909,0.0455,1
4129,2.123,12.0,0.0,1.0,0.625,0.125,0.0,0
2574,2.2704,0.5,0.0,1.0,0.0625,0.0,0.0,0
1663,5.4908,0.7059,0.08,0.92,1.88,0.0,0.0,0
1142,5.4372,6.0,0.8235,0.1765,1.1765,0.0,0.5294,0
3704,1.3805,1.0909,0.0,1.0,0.0,0.1429,0.0,0
5523,0.2645,1.0909,0.0,1.0,0.0,0.0,0.0,1
2289,1.4361,0.8,0.0,1.0,0.3333,0.2222,0.0,1
4593,1.3519,4.0,0.0,1.0,0.0588,0.0,0.0,1
3879,2.7307,6.0,0.0345,0.9655,0.0345,0.0345,0.0345,0
4346,2.8575,0.8,0.0,1.0,0.0882,0.0294,0.0,0
2115,3.972,0.6,0.0435,0.9565,0.1304,0.0,0.0435,0
3583,0.0,0.2927,0.0,0.0,0.0,0.0,0.0,0
3562,0.9229,6.0,0.0,1.0,1.4444,0.8889,0.1111,0
422,13.8483,1.3333,0.75,0.25,0.0,0.0,0.0,0
3688,2.8721,0.4138,0.1379,0.8621,0.0,0.0,0.069,0
4156,0.3515,1.5,0.0,1.0,0.0,0.0,0.0,1
4525,23.8926,416.0833,0.0338,0.9662,16.0878,4.348,0.0608,0
5441,19.5346,104.9783,0.0,1.0,179.3368,15.4399,0.0859,0
4823,6.3614,3870.0,0.0238,0.9762,33.1071,19.8333,0.0476,0
2774,33.1806,49.4808,0.1825,0.8175,35.5357,3.4325,0.2698,0
2469,1.4793,2516.0,0.0,1.0,4.0,0.0,0.0,1
2369,14.0303,0.4916,0.2637,0.7363,5.8681,0.2418,0.1758,0
764,0.9562,0.592,0.5,0.5,21.5,1.5,0.5,0
3250,1.9105,381.5,0.0588,0.9412,43.4706,7.4118,0.2941,0
1645,11.1018,1496.0,0.0,1.0,5.18,5.8,0.0,1
739,1054.7273,1415.0,0.1026,0.8974,0.3941,0.2413,0.0684,1
2231,2.6195,688.0,0.0,1.0,12.6875,7.6875,0.0625,0
5139,0.2843,7.5774,0.25,0.75,3618.5,617.25,0.25,0
3547,2.3684,1236.0,0.0,1.0,14.2174,12.3913,0.0,1
1776,0.0,0.4835,0.0,0.0,0.0,0.0,0.0,0
4842,6.4119,1088.0,0.1882,0.8118,466.9647,103.3647,0.2118,1
2421,4.2243,1082.0,0.0,1.0,75.8929,2260.0,0.25,1
3978,12.2117,261.25,0.0075,0.9925,1.9624,48.0301,0.0226,0
5473,7.2076,71.1429,0.0093,0.9907,72.6296,17.5648,0.0648,0
974,2.625,29.0,0.0,1.0,9.4286,10.1429,0.4286,0
6396,8.623,3.6617,0.0397,0.9603,10.7351,1.7351,0.0728,0
2711,12.934,106.8889,0.2708,0.7292,16.6771,8.2708,0.2396,0
5897,10.2818,4.7253,0.0783,0.9217,44.2048,3.7349,0.0964,0
5319,6.0429,286.3333,0.0341,0.9659,0.875,1.3864,0.0,0
2783,5.9059,846.0,0.0667,0.9333,5.2444,0.7556,0.1333,0
4743,5.5446,1.129,0.0,1.0,2.4722,2.3611,0.0,1
5639,6.0886,38.8571,0.0213,0.9787,5.8617,1.117,0.0106,0
2262,7.1048,5.7299,0.2045,0.7955,2.4545,0.7045,0.1364,0
4520,33.0503,774.0,0.2029,0.7971,14.5452,2.912,0.1687,0
3681,2.6791,0.4512,0.1111,0.8889,2.5926,0.037,0.2222,0
5731,8.094,751.0,0.0315,0.9685,3.9528,0.8031,0.0236,0
2788,9.4326,0.6547,0.125,0.875,1.0833,0.0417,0.1111,0
4915,2.7496,39.0,0.1351,0.8649,7.8108,2.1351,0.1351,0
4527,1.1296,38.0556,0.0,1.0,67.8571,11.0714,0.1429,1
5392,3.387,673.0,0.22,0.78,331.58,36.52,0.3,0
5980,5.3138,0.6204,0.0345,0.9655,0.1494,0.0,0.046,0
2013,16.8744,5.2283,0.0968,0.9032,1.9785,0.2796,0.0968,0
2979,3.6782,0.614,0.0333,0.9667,0.8,0.1,0.0333,0
5956,6.8684,33.1579,0.0,1.0,1.6964,0.3482,0.0,0
2696,14.9026,125.2,0.0091,0.9909,1.4727,0.4273,0.0455,0
1245,7.6277,121.8,0.2308,0.7692,1.1538,0.2308,0.1538,0
3822,10.8944,606.0,0.1053,0.8947,6.2456,4.4035,0.1404,0
1769,6.6071,50.4167,0.3438,0.6562,5.125,1.0312,0.3438,0
3442,15.1745,12.3469,0.0,1.0,2.6224,1.5385,0.021,0
4901,2.1612,12.9783,0.3448,0.6552,12.0345,2.6207,0.8621,0
4155,5.2744,4.4211,0.0167,0.9833,9.6667,3.0833,0.05,0
4291,5.7882,0.743,0.1324,0.8676,7.1029,1.9853,0.1471,0
5957,24.5258,0.559,0.0725,0.9275,15.7475,1.8675,0.055,0
1397,13.0727,571.0,0.02,0.98,6.12,2.5,0.06,0
2127,5.1516,0.5182,0.0333,0.9667,0.7667,0.0,0.1667,0
1749,5.2208,0.6167,0.04,0.96,0.84,0.16,0.24,0
4789,0.3051,47.1667,0.0,1.0,602.25,170.75,0.75,1
3218,2.3835,28.05,0.2857,0.7143,50.9048,12.6667,0.4286,0
1871,2.9282,45.9167,0.0,1.0,0.2,0.0667,0.0,0
4905,10.1272,136.5,0.0074,0.9926,3.3971,1.1691,0.0221,0
5198,5.7619,545.0,0.1098,0.8902,6.0122,26.8902,0.1463,1
5210,4.627,16.9355,0.2121,0.7879,31.9091,2.8333,0.197,0
950,10.3808,0.6359,0.1481,0.8519,5.2963,0.037,0.1852,0
4591,13.127,19.1481,0.0,1.0,1.3394,0.7273,0.0242,0
5628,2.9853,0.9188,0.8696,0.1304,20.1957,2.7391,0.4565,0
5120,9.8446,25.0,0.0072,0.9928,0.3913,0.8841,0.0145,0
3941,5.4681,0.4097,0.0678,0.9322,0.322,0.1017,0.0339,0
1593,13.7571,1.0374,0.3,0.7,2.65,0.3833,0.1833,0
4658,3.9207,17.1379,0.02,0.98,2.82,0.52,0.04,0
3847,2.9433,485.0,0.0645,0.9355,5.2258,0.6774,0.2258,0
642,11.3785,238.5,0.8,0.2,26.45,0.25,0.3,0
2352,11.9576,5.1183,0.0779,0.9221,12.5065,1.2338,0.0519,0
3560,0.3078,475.0,0.0,1.0,26.6667,201.6667,0.0,1
1487,10.562,0.452,0.0465,0.9535,3.9302,0.6744,0.0465,0
2302,20.1506,467.0,0.0079,0.9921,3.6378,2.0866,0.0157,0
4168,7.3611,3.3478,0.1786,0.8214,38.881,2.2738,0.2262,0
475,13.8411,0.6519,0.4444,0.5556,2.8889,0.0,0.3333,0
6022,15.6484,30.2667,0.093,0.907,1.6899,0.4574,0.062,0
2816,6.7447,41.0,0.0577,0.9423,1.4615,0.7885,0.0577,0
6402,3.8796,110.75,0.0441,0.9559,76.9559,20.5588,0.1324,0
2450,14.4609,0.6662,0.1443,0.8557,3.3402,0.1443,0.1237,0
2377,3.8415,0.6733,0.04,0.96,2.68,0.04,0.08,1
4382,9.4188,28.4,0.0442,0.9558,40.7611,11.1062,0.0531,0
2255,3.0775,0.7023,0.0,1.0,2.5263,0.3684,0.0,0
3467,6.321,45.4444,0.0667,0.9333,19.6,3.3667,0.15,0
3666,3.1882,0.4405,0.0312,0.9688,0.375,0.0,0.0625,0
6380,5.7822,5.0506,0.1584,0.8416,0.505,0.2079,0.099,0
4995,3.7293,4.3111,0.0,1.0,4.4706,1.3529,0.0196,0
6459,7.9169,20.3684,0.0071,0.9929,1.8357,0.3786,0.0357,0
3413,5.993,0.8362,0.1786,0.8214,10.2143,2.8571,0.125,0
3347,12.4405,127.3333,0.0351,0.9649,3.1842,1.3246,0.0351,0
5003,5.4025,0.9669,0.1081,0.8919,8.1892,1.9054,0.1081,0
2992,29.5423,4.3103,0.0413,0.9587,17.7727,1.595,0.0992,0
3066,55.7524,1.8107,0.0064,0.9936,0.3098,0.1453,0.0064,0
6646,3.957,11.0303,0.0417,0.9583,110.1389,12.1528,0.0556,0
4932,1.9255,2.5245,0.0,1.0,77.9231,12.8462,0.3846,1
5320,5.6984,2.8203,0.0,1.0,1.2048,0.4217,0.0,0
6031,5.0872,3.0252,0.0,1.0,8.8214,2.5,0.0238,0
3254,12.9083,350.0,0.1565,0.8435,10.9652,1.3652,0.2087,0
5607,3.3874,349.0,0.2885,0.7115,5.75,3.0385,0.3462,1
2423,17.6369,11.6552,0.1453,0.8547,15.9402,1.1282,0.2222,0
3763,0.9706,5.678,0.1,0.9,17.4,2.8,0.0,0
2125,28.3606,1.3162,0.0424,0.9576,1.4727,0.303,0.0242,0
5648,1.8107,30.2727,0.0714,0.9286,19.9286,4.9286,0.2143,1
2814,4.6727,3.6374,0.0,1.0,1.0556,0.4444,0.0556,0
4408,1.7401,0.6846,0.3333,0.6667,0.7143,0.1429,0.2381,0
1693,11.2185,1.316,0.1731,0.8269,1.8269,0.1154,0.1731,0
5004,8.613,12.5769,0.1102,0.8898,0.7542,0.3136,0.0424,0
5935,16.924,12.5385,0.0291,0.9709,13.0582,0.9491,0.0436,0
1219,2.9963,0.5824,0.9,0.1,2.0,0.0,1.0,0
6646,10.1122,1.4771,0.0054,0.9946,4.6522,0.6522,0.038,0
4259,4.0307,1.3305,0.1277,0.8723,1.4043,0.3404,0.1489,0
1764,6.0047,4.5652,0.1034,0.8966,7.8276,0.3793,0.3793,0
1820,2.6089,12.44,0.0,1.0,22.3077,5.2308,0.2308,1
5020,25.6839,1.2531,0.1048,0.8952,4.8669,1.6289,0.0878,0
5949,0.614,61.2,0.0,1.0,7.0,2.3,0.0,0
1852,10.8471,0.9242,0.0545,0.9455,0.0182,0.0545,0.0364,0
6199,5.8921,148.0,0.0,1.0,0.75,0.62,0.01,0
3714,8.0642,4.0278,0.0488,0.9512,8.3415,1.2561,0.0732,0
2724,13.9449,22.3077,0.0288,0.9712,1.8365,0.2788,0.1154,0
1153,3.1678,0.7748,0.7,0.3,0.0,0.0,0.8,0
2054,6.2238,2.1729,0.0,1.0,0.3143,0.1429,0.0,1
780,5.151,0.7404,0.1818,0.8182,0.9091,0.1818,0.0909,0
3051,1.4366,0.136,0.0,1.0,0.9167,0.5833,0.0,0
2208,7.444,14.35,0.4444,0.5556,90.8,5.9556,0.4667,0
4769,7.3525,0.5686,0.0,1.0,6.8438,1.1562,0.0833,0
5392,4.5385,142.5,0.0149,0.9851,22.2239,15.7164,0.0896,1
6676,9.3009,12.9091,0.0176,0.9824,5.6588,0.7706,0.0,0
5526,0.9914,40.5714,0.1333,0.8667,2.6,3.0667,0.0667,0
1142,13.7528,0.9156,0.2326,0.7674,6.9767,1.4884,0.2326,0
4597,3.3371,56.2,0.0238,0.9762,9.0714,8.7619,0.0238,0
4996,3.2899,279.0,0.1111,0.8889,0.4444,0.3333,0.0667,0
