days_since_last_activity,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,repo_activity_density,churn
13,2.3845,16.8923,0.0714,0.9286,0.1703,0
3,1.6735,5.8967,0.5833,0.4167,0.9762,0
12,21.7833,1.5211,0.1395,0.8605,3.0395,0
5,23.6983,0.9107,0.025,0.975,0.5925,0
181,2.4761,347.0,0.3171,0.6829,0.7851,1
29,7.4792,0.1504,0.0,1.0,0.0,0
159,2.8017,49.2381,0.0526,0.9474,0.1475,0
127,5.3975,145.5714,0.0309,0.9691,0.1669,0
8,10.0151,145.2857,0.02,0.98,0.2003,0
302,9.9141,6.0838,0.0122,0.9878,0.1209,1
170,7.367,32.7097,0.0,1.0,0.0,0
11,7.3157,1.4889,0.0488,0.9512,0.3569,0
16,7.511,142.4286,0.2571,0.7429,1.9314,0
3,6.9169,198.2,0.4071,0.5929,2.8157,0
773,3.0904,43.0435,0.0,1.0,0.0,1
177,5.1213,28.2,0.12,0.88,0.6146,0
20,12.2804,0.3618,0.0152,0.9848,0.1861,0
62,4.2868,48.9,0.0,1.0,0.0,0
5,7.5815,0.5891,0.0196,0.9804,0.1487,0
3,4.7852,18.5769,0.0,1.0,0.0,0
19,15.2712,79.75,0.1804,0.8196,2.7551,0
27,6.4021,59.125,0.0513,0.9487,0.3283,0
46,3.5101,1.888,0.0577,0.9423,0.2025,0
6,12.5877,0.5615,0.1148,0.8852,1.4445,0
1294,2671.725,939.0,0.0001,0.9999,0.3985,1
358,4.309,0.2391,0.0,1.0,0.0,1
6,4.2854,923.0,0.0385,0.9615,0.1648,0
95,15.4853,1.4299,0.0695,0.9305,1.0762,0
941,3.3124,9.766,0.0,1.0,0.0,1
100,14.1431,114.625,0.0265,0.9735,0.3742,0
25,11.204,0.4428,0.0375,0.9625,0.4201,0
21,2.9734,2.1947,0.1136,0.8864,0.3379,0
41,4.9734,2.2746,0.0339,0.9661,0.1686,0
208,9.2314,64.2857,0.0189,0.9811,0.1742,1
6,11.309,1.4368,0.1757,0.8243,1.9867,0
13,4.1914,15.7368,0.0,1.0,0.0,0
12,8.1593,63.7143,0.049,0.951,0.4,0
259,5.3826,42.1905,0.0,1.0,0.0,1
56,3.4601,0.4136,0.0,1.0,0.0,0
55,19.8186,5.25,0.0156,0.9844,0.3097,0
40,7.6016,0.9887,0.0984,0.9016,0.7477,0
98,3.5327,5.6993,0.0339,0.9661,0.1198,0
25,2.3951,13.6825,0.2308,0.7692,0.5527,0
2222,2.6977,858.0,0.0,1.0,0.0,1
78,0.463,93.7778,0.0,1.0,0.0,0
12,2.2053,139.3333,0.0417,0.9583,0.0919,0
7,11.8108,17.7872,0.025,0.975,0.2953,0
4,2.6286,208.5,0.1,0.9,0.2629,0
4,8.712,206.75,0.0,1.0,0.0,0
55,84.7096,0.3957,0.0271,0.9729,2.2934,0
70,13.026,4.6364,0.0044,0.9956,0.0579,0
33,14.6236,7.6571,0.2093,0.7907,3.0608,0
24,2.8959,66.9167,0.0,1.0,0.0,0
4,0.5978,0.1042,0.0,1.0,0.0,0
60,2.3582,22.9412,0.0,1.0,0.0,0
52,22.4247,15.2941,0.0182,0.9818,0.4077,0
18,18.4625,0.9911,0.025,0.975,0.4616,0
59,1.0255,59.8462,0.2727,0.7273,0.2797,0
1,0.4209,22.8529,0.5714,0.4286,0.2405,0
32,9.856,1.3414,0.0147,0.9853,0.1449,0
6,9.3841,773.0,0.1039,0.8961,0.975,0
5,3.5052,3.4356,0.5312,0.4688,1.8621,0
3,15.9053,70.1818,0.0432,0.9568,0.6866,0
912,2.9119,769.0,0.0,1.0,0.0,1
134,15.5718,152.8,0.0441,0.9559,0.687,0
6,6.7194,29.2692,0.0429,0.9571,0.288,0
6,6.0244,14.3396,0.1857,0.8143,1.1188,0
30,9.2005,0.6894,0.0241,0.9759,0.2217,0
4,237.1852,754.0,0.0391,0.9609,9.2828,0
264,2.3888,376.0,0.0333,0.9667,0.0796,1
124,7.5022,3.472,0.0331,0.9669,0.248,0
10,18.1402,2.964,0.073,0.927,1.3248,0
2,1.1168,147.8,0.0625,0.9375,0.0698,0
7,6.1463,10.6232,0.0164,0.9836,0.1008,0
95,7.3568,48.7333,0.0563,0.9437,0.4145,0
29,7.024,0.4818,0.1154,0.8846,0.8105,0
159,12.9256,25.8929,0.0,1.0,0.0,0
4,17.4715,15.3191,0.0551,0.9449,0.963,0
101,3.2181,715.0,0.4,0.6,1.2872,0
32,7.3779,24.5172,0.1358,0.8642,1.0019,0
72,5.6634,236.6667,0.0,1.0,0.0,0
3,5.9547,10.1429,0.0,1.0,0.0,0
65,5.7555,0.6639,0.0615,0.9385,0.3542,0
14,2.9688,11.3871,0.0556,0.9444,0.1649,0
308,12.3814,1.0368,0.0,1.0,0.0,1
14,6.2808,8.381,0.0769,0.9231,0.4831,0
391,5.2678,1.1861,0.0,1.0,0.0,1
26,17.8392,10.6061,0.1059,0.8941,1.8897,0
8,3.0717,0.8016,0.0909,0.9091,0.2792,0
32,0.5394,99.7143,0.0,1.0,0.0,0
9,6.96,0.4387,0.0652,0.9348,0.4539,0
3,23.1573,1.1834,0.0036,0.9964,0.0836,0
26,5.0554,43.375,0.0312,0.9688,0.158,0
5,0.2025,4.1257,0.0,1.0,0.0,0
28,44.8648,683.0,0.2036,0.7964,9.1358,0
1,17.0806,56.8333,0.1964,0.8036,3.3551,0
103,21.4289,0.4403,0.0,1.0,0.0,0
7,8.6659,3.5957,0.037,0.963,0.321,0
35,12.1694,0.5892,0.0822,0.9178,1.0002,0
23,10.2485,6.72,0.0544,0.9456,0.5577,0
13,8.4539,4.5578,0.1181,0.8819,0.9985,0
9,18.5949,13.34,0.0193,0.9807,0.3593,0
4,11.6942,0.9737,0.4333,0.5667,5.0675,0
684,1.5633,666.0,0.2143,0.7857,0.335,1
35,30.0388,1.1705,0.3097,0.6903,9.304,0
201,3.5715,1.0375,0.0,1.0,0.0,1
42,6.9621,1.0392,0.0,1.0,0.0,0
13,12.7512,0.952,0.0444,0.9556,0.5667,0
18,135.0456,0.9437,0.1688,0.8312,22.7925,0
5,5.6475,163.25,0.0,1.0,0.0,0
101,93.3744,10.0308,0.1577,0.8423,14.7278,0
21,2.4541,28.3478,0.119,0.881,0.2922,0
9,6.8694,18.0556,0.0106,0.9894,0.0731,0
35,0.4216,0.2109,0.5,0.5,0.2108,0
5,2.0784,19.0882,0.0526,0.9474,0.1094,0
5,1.6268,161.75,0.2174,0.7826,0.3537,0
1,4.2814,2.4286,0.1148,0.8852,0.4913,0
685,4.3399,644.0,0.4,0.6,1.736,1
11,6.7725,1.0489,0.2759,0.7241,1.8683,0
14,3.7749,27.9565,0.0,1.0,0.0,0
24,5.942,642.0,0.5312,0.4688,3.1567,0
6,21.0649,0.6561,0.0357,0.9643,0.7523,0
15,17.1671,0.8721,0.0224,0.9776,0.3843,0
4,35.0801,2.0744,0.0913,0.9087,3.2026,0
4,7.9647,2.3933,0.025,0.975,0.1991,0
12,3.8634,4.8385,0.0,1.0,0.0,0
19,5.9821,23.2963,0.1143,0.8857,0.6837,0
52,2.7315,5.531,0.0312,0.9688,0.0854,0
60,9.9576,89.1429,0.3472,0.6528,3.4575,0
13,2.7705,207.6667,0.0,1.0,0.0,0
25,70.4868,4.3194,0.0319,0.9681,2.2514,0
42,4.9186,1.0401,0.5926,0.4074,2.9147,0
26,1.747,2.6538,0.0,1.0,0.0,0
1779,6.2949,621.0,0.0,1.0,0.0,1
93,15.0603,4.106,0.0099,0.9901,0.1491,0
248,13.059,617.0,0.1462,0.8538,1.9086,1
32,0.7031,6.1089,1.0,0.0,0.7031,0
46,4.0725,0.2584,0.1719,0.8281,0.7,0
12,0.3333,0.6574,0.0,1.0,0.0,0
81,10.0141,3.1865,0.0,1.0,0.0,0
0,5.1865,4.0395,0.0471,0.9529,0.2441,0
13,11.4067,40.6667,0.1443,0.8557,1.6463,0
25,1.8585,0.1116,0.5882,0.4118,1.0932,0
1142,36.3358,608.0,0.2188,0.7812,7.9484,1
16,8.6138,1.8824,0.0448,0.9552,0.3857,0
26,1.6376,151.75,0.0,1.0,0.0,0
55,4.7892,18.3333,0.0,1.0,0.0,0
25,2.6608,1.2878,0.1364,0.8636,0.3628,0
49,0.4956,0.2122,0.1667,0.8333,0.0826,0
26,1.8615,603.0,0.2143,0.7857,0.3989,0
4,8.4467,5.3186,0.5161,0.4839,4.3596,0
15,3.9302,0.6152,0.082,0.918,0.3221,0
26,8.8872,33.2222,0.0455,0.9545,0.404,0
4,6.4639,66.1111,0.0241,0.9759,0.1558,0
17,15.0487,0.4322,0.1186,0.8814,1.7854,0
74,5.1424,9.2344,0.027,0.973,0.139,0
17,0.7828,12.0,0.1429,0.8571,0.1118,0
23,13.6209,6.0619,0.0987,0.9013,1.3446,0
522,15.5638,587.0,0.0,1.0,0.0,1
24,1.6884,1.0034,0.5,0.5,0.8442,0
78,3.4664,7.5584,0.0217,0.9783,0.0754,0
11,13.727,1.2129,0.0405,0.9595,0.5565,0
17,3.4375,36.3125,0.0182,0.9818,0.0625,0
244,1.8858,193.3333,0.04,0.96,0.0754,1
43,2.321,193.3333,0.037,0.963,0.086,0
6,5.7021,7.3974,0.1444,0.8556,0.8236,0
20,3.4849,574.0,0.1351,0.8649,0.4709,0
5,2.1471,573.0,0.8889,0.1111,1.9086,0
3,6.7127,2.8317,0.2745,0.7255,1.8427,0
18,2.8931,7.8356,0.0577,0.9423,0.1669,0
37,4.1673,6.1398,0.2353,0.7647,0.9805,0
21,8.7783,63.3333,0.0,1.0,0.0,0
170,11.9516,1.5746,0.0116,0.9884,0.1382,0
77,3.2732,4.7417,0.0256,0.9744,0.0839,0
2,8.3574,1.0289,0.037,0.963,0.3095,0
2,1.4998,47.3333,0.1765,0.8235,0.2647,0
19,0.6663,1.7806,0.7143,0.2857,0.476,0
4,8.5918,3.0486,0.4884,0.5116,4.196,0
343,16.8495,562.0,0.122,0.878,2.0564,1
4,7.5838,51.0,0.1618,0.8382,1.2268,0
1287,0.2149,556.0,0.0,1.0,0.0,1
43,11.9777,1.2198,0.0294,0.9706,0.3523,0
185,6.4833,553.0,0.0233,0.9767,0.1508,1
3,8.8174,1.3844,0.0199,0.9801,0.1752,0
4,2.4544,15.25,0.9375,0.0625,2.301,0
62,0.5652,0.515,0.1111,0.8889,0.0628,0
36,1.3416,91.1667,0.0,1.0,0.0,0
10,2.2408,1.1129,0.75,0.25,1.6806,0
27,19.4267,7.9118,0.0426,0.9574,0.8267,0
14,7.1321,0.9027,0.1818,0.8182,1.2967,0
1511,3.2002,535.0,0.0444,0.9556,0.1422,1
83,12.4457,14.8333,0.0,1.0,0.0,0
11,8.6129,2.1673,0.0177,0.9823,0.1524,0
18,7.2995,0.5343,0.0755,0.9245,0.5509,0
24,4.8759,2.2321,0.0649,0.9351,0.3166,0
6,11.9207,4.7232,0.36,0.64,4.2914,0
9,4.7977,0.4521,0.7963,0.2037,3.8204,0
62,0.7679,528.0,0.0833,0.9167,0.064,0
81,1.6799,8.3651,0.0,1.0,0.0,0
28,3.393,0.7028,0.1176,0.8824,0.3992,0
13,0.3985,19.3333,0.1667,0.8333,0.0664,0
9,2.5975,5.8539,0.5385,0.4615,1.3987,0
21,2.435,3.46,0.027,0.973,0.0658,0
196,4.5999,0.8196,0.0,1.0,0.0,1
20,17.6103,516.0,0.6667,0.3333,11.7402,0
30,9.2426,0.7413,0.0482,0.9518,0.4454,0
26,4.6442,23.2273,0.0588,0.9412,0.2732,0
18,8.2264,21.2917,0.0364,0.9636,0.2991,0
4,7.2463,5.7955,0.0759,0.9241,0.5504,0
2,4.1139,22.1739,0.0541,0.9459,0.2224,0
130,2.0221,509.0,0.2632,0.7368,0.5321,0
7,11.4641,3.1358,0.0294,0.9706,0.3372,0
4,13.4525,1.924,0.0677,0.9323,0.9108,0
4,4.9722,10.1,0.0278,0.9722,0.1381,0
40,3.4999,0.6222,0.0328,0.9672,0.1148,0
242,8.385,7.9683,0.0,1.0,0.0,1
148,10.0193,501.0,0.021,0.979,0.2102,0
6,7.2291,2.9762,0.0,1.0,0.0,0
17,0.0,499.0,0.0,0.0,0.0,0
57,7.8003,0.5764,0.075,0.925,0.585,0
888,2.636,497.0,0.0,1.0,0.0,1
20,2.562,2.2143,0.0,1.0,0.0,0
1,12.5055,0.3603,0.0357,0.9643,0.4466,0
4,16.6892,2.1336,0.0127,0.9873,0.2126,0
24,1.2668,0.689,0.4444,0.5556,0.563,0
543,24.7305,491.0,0.332,0.668,8.2101,1
16,2.3125,1.4613,0.0571,0.9429,0.1321,0
12,0.6343,98.2,0.3333,0.6667,0.2114,0
20,7.1675,1.369,0.0548,0.9452,0.3927,0
997,0.5885,486.0,0.0,1.0,0.0,1
6,3.2405,0.6383,0.0,1.0,0.0,0
5,12.7268,9.0,0.1046,0.8954,1.3309,0
39,3.9881,5.3297,0.0,1.0,0.0,0
20,6.1058,15.6129,0.0337,0.9663,0.2058,0
30,18.3268,7.6667,0.0965,0.9035,1.7684,0
130,5.1395,0.7188,0.0167,0.9833,0.0857,0
135,25.4123,2.5104,0.0946,0.9054,2.4039,0
2,8.0581,40.1667,0.2336,0.7664,1.8827,0
54,7.5643,7.6349,0.375,0.625,2.8366,0
111,8.3049,31.9333,0.0,1.0,0.0,0
514,0.7474,476.0,0.0,1.0,0.0,1
50,3.1501,238.0,0.0,1.0,0.0,0
86,3.9645,476.0,0.0,1.0,0.0,0
187,1.0715,19.7917,0.0,1.0,0.0,1
1358,0.0,59.25,0.0,0.0,0.0,1
18,10.4046,0.0745,0.0698,0.9302,0.7259,0
21,8.3752,3.5414,0.1111,0.8889,0.9306,0
13,143.4075,1.4144,0.2163,0.7837,31.0228,0
27,10.9541,6.7286,0.0781,0.9219,0.8558,0
107,11.896,6.7,0.0093,0.9907,0.1101,0
3,12.8722,0.6223,0.2188,0.7812,2.8158,0
40,8.083,0.7366,0.25,0.75,2.0207,0
42,1.6295,2.3069,0.0357,0.9643,0.0582,0
3,10.936,5.1667,0.1295,0.8705,1.4166,0
38,8.9126,7.4839,0.1698,0.8302,1.5135,0
21,14.328,14.9032,0.0118,0.9882,0.1692,0
12,0.3565,11.55,0.0,1.0,0.0,0
16,11.2102,12.8333,0.0788,0.9212,0.8832,0
27,7.9502,25.6111,0.0072,0.9928,0.0576,0
1,9.9986,1.8852,0.02,0.98,0.2,0
71,6.253,1.0222,0.1176,0.8824,0.7356,0
62,1.0929,57.25,0.1,0.9,0.1093,0
2,23.4541,2.106,0.0584,0.9416,1.3696,0
1029,12.9348,456.0,0.009,0.991,0.116,1
3,48.5451,1.7395,0.0515,0.9485,2.5017,0
4,1.602,4.3654,0.6842,0.3158,1.0961,0
125,0.77,2.1942,0.3636,0.6364,0.28,0
4,1.0624,0.6565,0.125,0.875,0.1328,0
348,0.8479,451.0,0.1111,0.8889,0.0942,1
7,4.2497,4.3269,0.039,0.961,0.1656,0
66,3.8225,1.9522,0.0357,0.9643,0.1365,0
6,15.3481,0.6535,0.0449,0.9551,0.6898,0
37,1.991,4.7053,0.0606,0.9394,0.1207,0
15,5.1231,447.0,0.0441,0.9559,0.226,0
5,0.6935,0.6368,1.0,0.0,0.6935,0
196,2.2642,1.0183,0.0,1.0,0.0,1
592,12.1168,0.2958,0.0,1.0,0.0,1
12,1.7418,0.7508,0.0,1.0,0.0,0
51,12.5269,5.8553,0.0286,0.9714,0.3579,0
85,3.9981,20.2273,0.0323,0.9677,0.129,0
22,7.247,3.4496,0.0143,0.9857,0.1035,0
402,9.7657,34.1538,0.068,0.932,0.6643,1
25,0.202,444.0,1.0,0.0,0.202,0
25,7.3367,1.3899,0.036,0.964,0.2644,0
13,8.7066,6.4058,0.1639,0.8361,1.4273,0
17,1.8734,88.0,0.0345,0.9655,0.0646,0
11,9.6595,4.9326,0.0,1.0,0.0,0
19,1.4684,438.0,0.0,1.0,0.0,0
333,3.7872,3.0629,0.0,1.0,0.0,1
12,7.569,8.549,0.0233,0.9767,0.176,0
1599,0.3109,436.0,0.0,1.0,0.0,1
1,0.6766,0.8286,1.0,0.0,0.6766,0
25,6.1835,1.0535,0.1034,0.8966,0.6397,0
46,3.2841,8.66,0.1081,0.8919,0.355,0
13,14.6564,1.2308,0.0056,0.9944,0.0828,0
20,11.4913,4.6452,0.043,0.957,0.4942,0
1,0.9118,10.2619,0.0833,0.9167,0.076,0
1118,5.8478,143.6667,0.0,1.0,0.0,1
26,4.3695,7.431,0.0141,0.9859,0.0615,0
38,2.521,214.0,0.0,1.0,0.0,0
5,13.8509,7.1,0.0584,0.9416,0.8095,0
6,3.4685,3.4,0.1739,0.8261,0.6032,0
5,1.0028,2.5449,0.0,1.0,0.0,0
31,3.5833,11.8056,0.1034,0.8966,0.3707,0
5,18.9249,3.2868,0.0625,0.9375,1.1828,0
44,9.7228,18.3913,0.028,0.972,0.272,0
2,18.2579,11.6944,0.0,1.0,0.0,0
53,2.6787,421.0,0.0,1.0,0.0,0
26,16.92,0.7656,0.0659,0.9341,1.1145,0
18,1.1246,17.4167,0.0714,0.9286,0.0803,0
79,3.7915,1.0504,0.4333,0.5667,1.643,0
0,9.9614,0.678,0.8095,0.1905,8.064,0
22,5.7061,2.2063,0.0543,0.9457,0.3101,0
10,30.9682,0.3193,0.004,0.996,0.1249,0
26,4.2766,0.3111,0.037,0.963,0.1584,0
60,19.5334,4.3333,0.5897,0.4103,11.5197,0
2,4.1133,2.1173,0.0678,0.9322,0.2789,0
346,10.7376,0.1331,0.0,1.0,0.0,1
29,11.8904,3.7054,0.1182,0.8818,1.4052,0
22,7.0547,2.065,0.1613,0.8387,1.1379,0
1,8.3624,0.9856,0.1222,0.8778,1.0221,0
6,8.8012,137.3333,0.0189,0.9811,0.1661,0
970,6.6664,411.0,0.0,1.0,0.0,1
15,10.4646,5.3377,0.1613,0.8387,1.6878,0
11,1.0148,19.5714,0.2143,0.7857,0.2175,0
12,29.4234,24.1765,0.0432,0.9568,1.2714,0
22,4.7511,8.0196,0.0822,0.9178,0.3905,0
39,2.0741,12.7812,0.4516,0.5484,0.9367,0
1,11.1098,8.6809,0.1124,0.8876,1.2483,0
5,6.0217,45.3333,0.0538,0.9462,0.3237,0
407,3.076,34.0,0.0,1.0,0.0,1
8,5.3713,4.9036,0.1154,0.8846,0.6198,0
31,0.228,407.0,1.0,0.0,0.228,0
1,4.1339,40.6,0.0,1.0,0.0,0
225,31.0355,3.9417,0.012,0.988,0.3728,1
28,8.89,2.6026,0.0769,0.9231,0.6838,0
155,3.8242,2.3143,0.0189,0.9811,0.0722,0
315,24.0604,1.2385,0.0,1.0,0.0,1
11,1.1542,67.3333,0.8182,0.1818,0.9443,0
6,5.2163,5.3158,0.0638,0.9362,0.333,0
50,3.4885,5.3026,0.2167,0.7833,0.7559,0
6,12.175,1.0281,0.1828,0.8172,2.2255,0
81,21.6416,0.3893,0.0351,0.9649,0.7594,0
335,23330.2765,401.0,0.0828,0.9172,1931.683,1
21,9.2376,2.381,0.0159,0.9841,0.1466,0
42,15.769,0.8808,0.3448,0.6552,5.4376,0
31,1.7832,0.7014,0.5,0.5,0.8916,0
3,3.9907,0.8302,0.075,0.925,0.2993,0
96,14.8977,0.3114,0.0172,0.9828,0.2569,0
528,2.6933,56.4286,0.0769,0.9231,0.2072,1
33,0.8402,395.0,0.3,0.7,0.2521,0
4,14.1619,0.7467,0.1194,0.8806,1.691,0
83,4.046,0.6752,0.0,1.0,0.0,0
74,21.3298,0.2049,0.0678,0.9322,1.4472,0
1,3.6288,2.9773,0.0385,0.9615,0.1396,0
27,3.6231,6.1406,0.027,0.973,0.0979,0
1617,21.0035,392.0,0.0279,0.9721,0.5851,1
15,7.6301,5.6812,0.1138,0.8862,0.8685,0
511,5.2802,391.0,0.4783,0.5217,2.5253,1
142,17.4448,0.7697,0.0813,0.9187,1.4174,0
7,7.9529,0.6062,0.1463,0.8537,1.1638,0
10,2.4008,11.7879,0.1364,0.8636,0.3274,0
2,20.7696,388.0,0.1674,0.8326,3.4761,0
93,5.2445,3.88,0.0,1.0,0.0,0
12,6.2262,2.2899,0.0225,0.9775,0.1399,0
8,9.0359,11.0571,0.0444,0.9556,0.4016,0
